,Unnamed: 0,工作名称,薪资,公司名称,工作地点,学历,详情页链接
124,124,JAVA开发工程师（中级）,12500,东信和平科技股份有限公司,珠海,本科,https://jobs.51job.com/zhuhai/100354629.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
125,125,JAVA开发工程师（中级）,12500,常州市荣瑞信息自动化有限公司,常州·钟楼区,大专,https://jobs.51job.com/changzhou/140589070.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
126,126,JAVA开发工程师（中级）,12500,中电信数智科技有限公司海南分公司,海口·龙华区,本科,https://jobs.51job.com/haikou/139767675.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
127,127,JAVA开发工程师（中级）,16000,苏州徽之源数字技术有限公司,南京,本科,https://jobs.51job.com/nanjing/146940500.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
128,128,JAVA开发工程师（中级）,17500,云宏信息科技股份有限公司,广州·天河区,本科,https://jobs.51job.com/guangzhou/140281159.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
129,129,JAVA开发工程师（中级）,6000,锦海捷亚国际货运有限公司,青岛,本科,https://jobs.51job.com/qingdao/138970293.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
130,130,JAVA开发工程师（中级）,11500,武汉盛华伟业科技股份有限公司,武汉·洪山区,本科,https://jobs.51job.com/wuhan/146969261.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
131,131,JAVA开发工程师（中级）,17500,上海庚星能源有限公司,上海·闵行区,本科,https://jobs.51job.com/shanghai/146952416.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
132,132,JAVA开发工程师（中级）,10000,泛太领时科技（北京）有限公司,西安·雁塔区,大专,https://jobs.51job.com/xian/146952992.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
133,133,JAVA开发工程师（中级）,4000,成都奎安科技有限公司,成都·高新区,大专,https://jobs.51job.com/chengdu/146819671.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
134,134,JAVA开发工程师（中级）,9000,厦门为正生物科技股份有限公司,厦门·海沧区,本科,https://jobs.51job.com/xiamen/144179836.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
135,135,JAVA开发工程师（中级）,9000,恩梯梯数据（中国）信息技术有限公司长春分公司,长春·净月经济开发区,大专,https://jobs.51job.com/changchun/145447106.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
136,136,JAVA开发工程师（中级）,12500,广州金博信息技术有限公司,广州·天河区,大专,https://jobs.51job.com/guangzhou/108192983.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
137,137,JAVA开发工程师（中级）,15000,重庆啄木鸟网络科技有限公司,重庆·渝北区,大专,https://jobs.51job.com/chongqing/145257673.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
138,138,JAVA开发工程师（中级）,15000,高重（上海）大数据科技有限公司,上海·普陀区,大专,https://jobs.51job.com/shanghai/138207731.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
139,139,JAVA开发工程师（中级）,13500,广州市哲联软件科技有限公司,上海·浦东新区,本科,https://jobs.51job.com/shanghai/146968891.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
140,140,JAVA开发工程师（中级）,13500,北京国药新创科技发展有限公司,武汉·东湖新技术产业开发区,本科,https://jobs.51job.com/wuhan/132140432.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
141,141,JAVA开发工程师（中级）,12500,安徽百得思维信息科技有限公司,合肥·高新区,本科,https://jobs.51job.com/hefei/146935544.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
142,142,JAVA开发工程师（中级）,12500,南京易联阳光信息技术股份有限公司,南京·秦淮区,本科,https://jobs.51job.com/nanjing/146521010.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
143,143,JAVA开发工程师（中级）,9250,珠海华伟电气科技股份有限公司,珠海,本科,https://jobs.51job.com/zhuhai/137153666.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
144,144,JAVA开发工程师（中级）,8750,广州赛意信息科技股份有限公司,佛山·顺德区,本科,https://jobs.51job.com/shenzhen/145472135.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
145,145,JAVA开发工程师（中级）,11500,融捷教育科技有限公司,北京·海淀区,本科,https://jobs.51job.com/beijing/76437139.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
146,146,JAVA开发工程师（中级）,2450,上海复深蓝软件股份有限公司,上海·浦东新区,本科,https://jobs.51job.com/shanghai/146989878.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
147,147,JAVA开发工程师（中级）,9000,聚好看科技股份有限公司,青岛,本科,https://jobs.51job.com/qingdao/69624076.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
148,148,JAVA开发工程师（中级）,11500,嘉兴嘉赛信息技术有限公司,南京·秦淮区,本科,https://jobs.51job.com/jiaxing/146977035.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
149,149,JAVA开发工程师（中级）,12500,湖北国网华中科技开发有限责任公司,武汉·洪山区,本科,https://jobs.51job.com/wuhan/63856334.html?s=sou_sou_soulb&t=0_0&req=ef92b206595815093c0bbc2c390bcfe4
