,职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
742,Java高级开发工程师,广州市省信软件有限公司,16000.0,广州·黄埔区,5-7年,大专,民营,50-150人,计算机软件,https://jobs.51job.com/guangzhou/136514006.html?s=sou_sou_soulb&t=0_0&req=50958b5f22fb865edfb4d8a72fc9be47,https://jobs.51job.com/all/coBWVRPVY2ADwDYAVhBmA.html
743,java服务端程序（4年经验）,上海成蹊信息科技有限公司,11500.0,上海·徐汇区,3-4年,本科,民营,150-500人,互联网/电子商务,https://jobs.51job.com/shanghai/137569464.html?s=sou_sou_soulb&t=0_0&req=5f04758f8da62f2bc90f48e6fc0af153,https://jobs.51job.com/all/coBGECZF81BzgAZgJlAWY.html
744,Java研发工程师,北京清能互联科技有限公司,11500.0,广州·天河区,1年,本科,民营,150-500人,电气/电力/水利,https://jobs.51job.com/guangzhou/101930112.html?s=sou_sou_soulb&t=0_0&req=85d52fc0f25382cd53f81a05bfa4c1cf,https://jobs.51job.com/all/coCGpRMlI5ADgPaQxtVTY.html
745,软件工程师（Java方向）(J10045),南方电网数字平台科技（广东）有限公司,8750.0,广州·黄埔区,3-4年,本科,国企,1000-5000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/146823321.html?s=sou_sou_soulb&t=0_0&req=0cf920944cc8982e3b473981bfc83d14,https://jobs.51job.com/all/coUzYFY1cwADcDYlMw.html
746,JAVA开发主管,上海亿业网络科技发展有限公司,12000.0,上海·浦东新区,5-7年,本科,合资,50-150人,计算机软件,https://jobs.51job.com/shanghai/131224712.html?s=sou_sou_soulb&t=0_0&req=0cf920944cc8982e3b473981bfc83d14,https://jobs.51job.com/all/coCGxUMARkUmUHYVMyAGY.html
747,JAVA前端开发人员,上海光华专利事务所,13500.0,北京·海淀区,5-7年,本科,民营,150-500人,法律,https://jobs.51job.com/beijing/143608812.html?s=sou_sou_soulb&t=0_0&req=fd207bc75a2adde59062e13635be6b70,https://jobs.51job.com/all/coVDMHalAxUWcFZwVgVzI.html
748,Java开发工程师,上海威田资产管理有限公司,11000.0,上海·嘉定区,3-4年,本科,民营,500-1000人,租赁服务,https://jobs.51job.com/shanghai/147904381.html?s=sou_sou_soulb&t=0_0&req=fd207bc75a2adde59062e13635be6b70,https://jobs.51job.com/all/coA2FSMFM3BzkDYw1pVDk.html
749,中级Java工程师-互联网（广州）,北京合力亿捷科技股份有限公司,10000.0,广州·天河区,1年,本科,已上市,500-1000人,计算机软件,https://jobs.51job.com/guangzhou/139744850.html?s=sou_sou_soulb&t=0_0&req=db46b4e685f4551b5cae1de78daf2e9b,https://jobs.51job.com/all/coUzIAZF4-ADtWNABiXTw.html
750,高级Java工程师,上海翰迪数据服务有限公司,11500.0,上海·浦东新区,5-7年,大专,民营,50-150人,计算机软件,https://jobs.51job.com/shanghai/145921489.html?s=sou_sou_soulb&t=0_0&req=4a635284faadfc8591d13f7158bbeae4,https://jobs.51job.com/all/coCGgBbV8-U2xUOQNkAGY.html
751,Java开发工程师SJ,上海优集工业软件有限公司,8750.0,上海·松江区,2年,本科,民营,150-500人,,https://jobs.51job.com/shanghai/139852919.html?s=sou_sou_soulb&t=0_0&req=272453eb61345482028563c7463dac90,https://jobs.51job.com/all/coBWdQPVUxBT5WMFE7XD8.html
752,Java开发工程师,北京网安通达科技有限公司,11500.0,北京·昌平区,1年,大专,民营,,计算机软件,https://jobs.51job.com/shenyang/146260520.html?s=sou_sou_soulb&t=0_0&req=ad98f152e2621ab16fd08555bfdcafe1,https://jobs.51job.com/all/coVDUBYF87Az1WMAJgUTA.html
753,JAVA开发（中高级）,广东亿迅科技有限公司,16000.0,广州·天河区,5-7年,本科,国企,1000-5000人,计算机软件,https://jobs.51job.com/guangzhou/141051645.html?s=sou_sou_soulb&t=0_0&req=c77a2612d953205784c7bd898d55034f,https://jobs.51job.com/all/coBmFXMgdkU2xWN1ExUDY.html
754,Java高级开发工程师,上海柯林布瑞信息技术有限公司,11500.0,上海·徐汇区,5-7年,本科,民营,150-500人,互联网/电子商务,https://jobs.51job.com/shanghai/99132312.html?s=sou_sou_soulb&t=0_0&req=3f2a3f0c50725a2b6d6f2289ae628ea9,https://jobs.51job.com/all/coVDFRMABrBzwPbwJgUj4.html
755,Java架构师,上海听昶医疗科技中心（有限合伙）,22500.0,上海·徐汇区,2年,本科,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/145843714.html?s=sou_sou_soulb&t=0_0&req=683ade698e375f1b174d71382563b5e0,https://jobs.51job.com/all/coA2ICY1Y3DjBSMQFqBms.html
756,Java开发 4280661,富士康科技集团,25350.0,深圳·龙华区,3-4年,本科,外资（非欧美）,10000人以上,电子技术/半导体/集成电路,https://jobs.51job.com/shenzhen/141950684.html?s=sou_sou_soulb&t=0_0&req=25695d8053e7e3885d4e4dbda33a7ea2,https://jobs.51job.com/all/coUTEFaV8_AjwObAJiVTU.html
757,Java开发工程师（南沙-广船国际内）,广州红帆科技有限公司,10500.0,广州·南沙区,3-4年,本科,国企,150-500人,计算机软件,https://jobs.51job.com/guangzhou/145893607.html?s=sou_sou_soulb&t=0_0&req=bf9b1ab449f243798957d7624151cdc9,https://jobs.51job.com/all/coBGNSP1c0UW8BZAdj.html
758,Java研发工程师,上海慧智计算机技术有限公司,17500.0,上海·浦东新区,3-4年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/shanghai/148026540.html?s=sou_sou_soulb&t=0_0&req=272453eb61345482028563c7463dac90,https://jobs.51job.com/all/coBWFVNgNgDjZUMFc9.html
759,Java开发工程师,广州智变量科技有限公司,11500.0,广州·越秀区,3-4年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/guangzhou/145206829.html?s=sou_sou_soulb&t=0_0&req=683ade698e375f1b174d71382563b5e0,https://jobs.51job.com/all/coB2YAZlMyU2tUOFA1Vzo.html
760,Java高级工程师（J2EE/J2SE）（广州）,凯通科技股份有限公司,8600.0,广州·黄埔区,3-4年,本科,民营,150-500人,,https://jobs.51job.com/guangzhou/146447472.html?s=sou_sou_soulb&t=0_0&req=5f04758f8da62f2bc90f48e6fc0af153,https://jobs.51job.com/all/coBmEBZVczDjUHZwNm.html
761,Java开发工程师,点奇互联（北京）科技有限公司,11500.0,北京·海淀区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/weifang/141296627.html?s=sou_sou_soulb&t=0_0&req=85d52fc0f25382cd53f81a05bfa4c1cf,https://jobs.51job.com/all/coUTBSNFI0AjxUMFA7AmA.html
762,java开发工程师（广州）,浙江天正信息科技有限公司,11500.0,广州,2年,本科,民营,150-500人,计算机硬件,https://jobs.51job.com/guangzhou/136627541.html?s=sou_sou_soulb&t=0_0&req=ba65ffd7706ccf583750f5245f7a7c82,https://jobs.51job.com/all/coBmJTNQRhDjEHawJmXT8.html
763,JAVA开发工程师,广东新邦智联科技有限公司,15000.0,广州·越秀区,5-7年,大专,民营,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/140040282.html?s=sou_sou_soulb&t=0_0&req=b294dbb671d1357e75948572747522db,https://jobs.51job.com/all/coCWlcP186AzkBZwdkBmM.html
764,Java后端开发工程师,中海油信息科技有限公司,10050.0,深圳·南山区,5-7年,硕士,国企,1000-5000人,计算机软件,https://jobs.51job.com/shenzhen/147076396.html?s=sou_sou_soulb&t=0_0&req=4a635284faadfc8591d13f7158bbeae4,https://jobs.51job.com/all/coVjJTMwBkBD8PalYwBmA.html
765,Java开发12K+双休,佰聆数据股份有限公司北京分公司,12000.0,广州·黄埔区,3-4年,本科,民营,500-1000人,,https://jobs.51job.com/guangzhou/148130747.html?s=sou_sou_soulb&t=0_0&req=4a635284faadfc8591d13f7158bbeae4,https://jobs.51job.com/all/coBmVSMVUzAj4CZFY0AWI.html
766,中高级Java,博彦科技广州有限公司,16000.0,北京,3-4年,本科,民营,,计算机软件,https://jobs.51job.com/beijing/146990236.html?s=sou_sou_soulb&t=0_0&req=fd207bc75a2adde59062e13635be6b70,https://jobs.51job.com/all/coVDRdPwNjBDoPawJpUDA.html
767,Java开发工程师(跨境电商自研项目）,深圳嘉立创科技集团股份有限公司,8750.0,深圳,3-4年,本科,民营,5000-10000人,电子技术/半导体/集成电路,https://jobs.51job.com/shenzhen/146044921.html?s=sou_sou_soulb&t=0_0&req=fd207bc75a2adde59062e13635be6b70,https://jobs.51job.com/all/coBGFdPVY1AjhSMlYxXDs.html
768,Java开发工程师,上海锋铧工贸有限公司,17500.0,上海·闵行区,2年,大专,民营,少于50人,批发/零售,https://jobs.51job.com/shanghai/143005954.html?s=sou_sou_soulb&t=0_0&req=fd207bc75a2adde59062e13635be6b70,https://jobs.51job.com/all/coBGAAYVc3VmBRNQBrAW0.html
769,Java服务器主程,娉娉科技（广州）有限公司,10300.0,广州·黄埔区,5-7年,大专,民营,少于50人,,https://jobs.51job.com/guangzhou/140020707.html?s=sou_sou_soulb&t=0_0&req=fdf83dd4d22ac15abb828332ce3f5cca,https://jobs.51job.com/all/coVTACYFcxUWYBbVAwXD4.html
770,集团直招（Java优先）+8K+住宿,北京麦田房产经纪有限公司,13500.0,北京,1年,大专,民营,10000人以上,中介服务,http://campus.51job.com/maitian/details.html?jobid=147816425,http://campus.51job.com/maitian
771,Java后端开发工程师（北京）,武汉数字堂信息技术有限责任公司,15000.0,北京,3-4年,大专,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/wuhan/145344178.html?s=sou_sou_soulb&t=0_0&req=b294dbb671d1357e75948572747522db,https://jobs.51job.com/all/coAmZTP1MwADoPYgViVjA.html
772,java开发工程师,成都布络软件技术有限公司,9000.0,成都·高新区,3-4年,大专,民营,50-150人,互联网/电子商务,https://jobs.51job.com/chengdu/141447126.html?s=sou_sou_soulb&t=0_0&req=58733cd9603276999a47dfd3c6789f86,https://jobs.51job.com/all/coB2NRM18_DzlVMQxoVjY.html
773,资深Java开发工程师,递易（上海）智能科技有限公司,12000.0,上海·普陀区,5-7年,本科,民营,50-150人,互联网/电子商务,https://jobs.51job.com/shanghai/142402652.html?s=sou_sou_soulb&t=0_0&req=6962cd81fa568c9b431bf8dbd3c814cb,https://jobs.51job.com/all/coAGVQNlIwAjwFZlAzXDo.html
774,Java开发工程师,中讯志远（武汉）科技有限公司,12500.0,上海·浦东新区,3-4年,本科,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/115191500.html?s=sou_sou_soulb&t=0_0&req=c59967e9ed197600b24b533235c8a994,https://jobs.51job.com/all/coVDFQMlY1AToCYwVnVDg.html
775,Java开发工程师,深圳奥唐智能科技有限公司,16000.0,深圳·南山区,2年,本科,民营,少于50人,电子技术/半导体/集成电路,https://jobs.51job.com/shenzhen/131764188.html?s=sou_sou_soulb&t=0_0&req=15ac7c0e655bcb5a4b0d629e645816b7,https://jobs.51job.com/all/coBGdcPlEwBjsCZwxsAWU.html
776,Java开发工程师（短信系统）,上海摩必软件科技有限公司,8500.0,上海·徐汇区,1年,大专,合资,50-150人,通信/电信运营、增值服务,https://jobs.51job.com/shanghai/141739442.html?s=sou_sou_soulb&t=0_0&req=d4b0bcc98528598f00b715aef49e27a2,https://jobs.51job.com/all/coVTVSMVM5BjkGYFQ2UjI.html
777,Java开发工程师,北京网安通达科技有限公司,11500.0,北京·昌平区,1年,大专,民营,,计算机软件,https://jobs.51job.com/hengshui/146260516.html?s=sou_sou_soulb&t=0_0&req=5eb2f585074bdeb4c5f92cdb51044386,https://jobs.51job.com/all/coVDUBYF87Az1WMAJgUTA.html
778,Java开发 兴业银行,神州数码信息服务股份有限公司,7100.0,上海·浦东新区,3-4年,本科,已上市,10000人以上,计算机软件,https://jobs.51job.com/shanghai/134967418.html?s=sou_sou_soulb&t=0_0&req=5f04758f8da62f2bc90f48e6fc0af153,https://jobs.51job.com/all/coVDBSMFQ_BDkBZlE0UD0.html
779,高级Java开发工程师,广州中科智云科技有限公司,16000.0,广州·黄埔区,5-7年,大专,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/guangzhou/145051007.html?s=sou_sou_soulb&t=0_0&req=5f04758f8da62f2bc90f48e6fc0af153,https://jobs.51job.com/all/coBGZdPl85UWcCZAdmUz8.html
780,Java开发工程师,广州智变量科技有限公司,11500.0,广州·越秀区,3-4年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/guangzhou/145206829.html?s=sou_sou_soulb&t=0_0&req=4527c7a5da1b85c706fbdaa02448069d,https://jobs.51job.com/all/coB2YAZlMyU2tUOFA1Vzo.html
781,Java开发工程师,广州珠江水资源保护科技发展有限公司,11500.0,广州·天河区,1年,本科,国企,50-150人,环保,https://jobs.51job.com/guangzhou/133295730.html?s=sou_sou_soulb&t=0_0&req=4527c7a5da1b85c706fbdaa02448069d,https://jobs.51job.com/all/coUzEGa184DzVTPwBiB2I.html
782,Java开发工程师,深华建设（深圳）股份有限公司,17500.0,深圳·南山区,3-4年,本科,民营,500-1000人,互联网/电子商务,https://jobs.51job.com/shenzhen/130103278.html?s=sou_sou_soulb&t=0_0&req=ad98f152e2621ab16fd08555bfdcafe1,https://jobs.51job.com/all/coAmdVOAJoU21RMAJjUjY.html
783,高级Java开发工程师,上海云逐信息技术有限公司,17500.0,上海·浦东新区,5-7年,大专,民营,50-150人,,https://jobs.51job.com/shanghai/145508966.html?s=sou_sou_soulb&t=0_0&req=fdf83dd4d22ac15abb828332ce3f5cca,https://jobs.51job.com/all/coB2RTMF87VG0CZwRvVzU.html
784,Java虚拟机工程师,字节跳动,3500.0,北京,无需经验,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/122317105.html?s=sou_sou_soulb&t=0_0&req=fdf83dd4d22ac15abb828332ce3f5cca,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
785,高级Java-线上面试(票据）,上海复深蓝软件股份有限公司,16500.0,上海,5-7年,本科,已上市,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/148095480.html?s=sou_sou_soulb&t=0_0&req=50958b5f22fb865edfb4d8a72fc9be47,https://jobs.51job.com/all/coA2RXMwBhBzsGYFMz.html
786,Java开发工程师,上海兰典安全科技有限公司,12000.0,上海,2年,本科,民营,少于50人,环保,https://jobs.51job.com/shanghai/143973347.html?s=sou_sou_soulb&t=0_0&req=50958b5f22fb865edfb4d8a72fc9be47,https://jobs.51job.com/all/coAGdRN1YwBDkCYVMxUDU.html
787,Java微服务开发工程师,上海长庚信息技术股份有限公司,10250.0,上海,3-4年,本科,民营,少于50人,电气/电力/水利,https://jobs.51job.com/shanghai/107237577.html?s=sou_sou_soulb&t=0_0&req=ba65ffd7706ccf583750f5245f7a7c82,https://jobs.51job.com/all/coAmYCZl44DjcEZAFnUTU.html
788,JAVA开发工程师 (MJ002546),上药控股有限公司,27500.0,上海·普陀区,3-4年,本科,国企,10000人以上,批发/零售,https://jobs.51job.com/shanghai/144215009.html?s=sou_sou_soulb&t=0_0&req=3f2a3f0c50725a2b6d6f2289ae628ea9,https://jobs.51job.com/all/coAGIHawRgUWtRNQRuVzE.html
789,Java开发工程师,广东华际友天信息科技有限公司,15000.0,深圳·罗湖区,3-4年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/shenzhen/139222547.html?s=sou_sou_soulb&t=0_0&req=25695d8053e7e3885d4e4dbda33a7ea2,https://jobs.51job.com/all/coBWEFYVIzUm0FYVY3.html
790,Java开发工程师,点奇互联（北京）科技有限公司,11500.0,北京·海淀区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/dalian/141055649.html?s=sou_sou_soulb&t=0_0&req=683ade698e375f1b174d71382563b5e0,https://jobs.51job.com/all/coUTBSNFI0AjxUMFA7AmA.html
791,中级Java开发工程师,广州华资软件技术有限公司,12500.0,广州,3-4年,本科,民营,1000-5000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/124987795.html?s=sou_sou_soulb&t=0_0&req=bf9b1ab449f243798957d7624151cdc9,https://jobs.51job.com/all/coAWYGYAdkBDhUMw.html
792,Java中级开发工程师（深圳）,凯通科技股份有限公司,17500.0,深圳·南山区,3-4年,本科,民营,150-500人,,https://jobs.51job.com/shenzhen/146450389.html?s=sou_sou_soulb&t=0_0&req=fdf83dd4d22ac15abb828332ce3f5cca,https://jobs.51job.com/all/coBmEBZVczDjUHZwNm.html
793,中级java开发工程师（物联网方向）,润建股份有限公司,9000.0,广州·海珠区,3-4年,大专,民营,10000人以上,多元化业务集团公司,https://jobs.51job.com/guangzhou/148146951.html?s=sou_sou_soulb&t=0_0&req=4a635284faadfc8591d13f7158bbeae4,https://jobs.51job.com/all/coUTEGZANjUWsObgRlXTE.html
794,高级Java开发工程师（珠海）,广州南天电脑系统有限公司,8750.0,珠海·香洲区,5-7年,本科,已上市,500-1000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/134214588.html?s=sou_sou_soulb&t=0_1&req=db46b4e685f4551b5cae1de78daf2e9b,https://jobs.51job.com/all/coBmJSMVY3VGtTNFMzAGE.html
795,java开发工程师（北京）,上海清鹤科技股份有限公司,15500.0,北京·昌平区,无需经验,本科,合资,150-500人,互联网/电子商务,https://jobs.51job.com/beijing/137545525.html?s=sou_sou_soulb&t=0_0&req=db46b4e685f4551b5cae1de78daf2e9b,https://jobs.51job.com/all/coBGBWNVYzUmRRN1c1AGc.html
796,Java开发,点奇互联（北京）科技有限公司,11500.0,北京·海淀区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/baoding/141154218.html?s=sou_sou_soulb&t=0_0&req=db46b4e685f4551b5cae1de78daf2e9b,https://jobs.51job.com/all/coUTBSNFI0AjxUMFA7AmA.html
797,java开发工程师（上海）,上海清鹤科技股份有限公司,15000.0,上海·浦东新区,无需经验,本科,合资,150-500人,互联网/电子商务,https://jobs.51job.com/shanghai/137543803.html?s=sou_sou_soulb&t=0_0&req=58733cd9603276999a47dfd3c6789f86,https://jobs.51job.com/all/coBGBWNVYzUmRRN1c1AGc.html
798,Java高级工程师（百年港企，不加班）,深圳市网新新思软件有限公司,17000.0,深圳·南山区,5-7年,本科,已上市,1000-5000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/139295735.html?s=sou_sou_soulb&t=0_0&req=ad98f152e2621ab16fd08555bfdcafe1,https://jobs.51job.com/all/coA2ZcP1I1U2QAZwRlBmQ.html
799,Java开发工程师,上海颜惊泓企业管理有限公司,3500.0,上海·杨浦区,3-4年,大专,民营,50-150人,教育/培训/院校,https://jobs.51job.com/shanghai/145667779.html?s=sou_sou_soulb&t=0_0&req=5f04758f8da62f2bc90f48e6fc0af153,https://jobs.51job.com/all/coBWQGZwBmDjYCZwNmAWM.html
800,急招JAVA开发工程师（研发中心）,广州博纳信息技术有限公司,15000.0,广州,3-4年,本科,民营,500-1000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/72240979.html?s=sou_sou_soulb&t=0_0&req=0a9081a3b2dfb0af8d41ffa96dc43239,https://jobs.51job.com/all/coVTFUMlY1BD0GZQxqXTs.html
801,对日JAVA开发工程师,上海网擎信息系统有限公司,10200.0,上海·杨浦区,3-4年,本科,民营,,通信/电信/网络设备,https://jobs.51job.com/jinan/143165814.html?s=sou_sou_soulb&t=0_0&req=4a635284faadfc8591d13f7158bbeae4,https://jobs.51job.com/all/coB2ZSNVI2BTpSNAFnVjA.html
802,Java开发工程师,上海豪亿信息科技有限公司,7700.0,深圳·龙岗区,3-4年,大专,民营,500-1000人,通信/电信/网络设备,https://jobs.51job.com/shenzhen/144706315.html?s=sou_sou_soulb&t=0_0&req=50958b5f22fb865edfb4d8a72fc9be47,https://jobs.51job.com/all/coUTJcMFIzADtUNgZgBWA.html
803,java开发助理,北京易捷保网络技术有限公司,11000.0,成都·武侯区,无需经验,本科,民营,150-500人,计算机软件,https://jobs.51job.com/chengdu/144608734.html?s=sou_sou_soulb&t=0_0&req=db46b4e685f4551b5cae1de78daf2e9b,https://jobs.51job.com/all/coAWBdPVM5UWsPalE0XD4.html
804,C++语言python java编程培训老师教师,美知睿学,500000.0,上海·长宁区,2年,大专,民营,50-150人,学术/科研,https://jobs.51job.com/shanghai/134774621.html?s=sou_sou_soulb&t=0_0&req=fdf83dd4d22ac15abb828332ce3f5cca,https://jobs.51job.com/all/coBmEBbVUwVmwFY1M1VDQ.html
805,Java开发工程师,星睿轩科技（上海）有限公司,11750.0,上海·浦东新区,3-4年,本科,外资（非欧美）,少于50人,,https://jobs.51job.com/shanghai/147501566.html?s=sou_sou_soulb&t=0_0&req=bf9b1ab449f243798957d7624151cdc9,https://jobs.51job.com/all/coBGQBYlYzBzoHagZnBmY.html
806,Java开发工程师,成都优信创展信息技术有限公司,11000.0,成都·武侯区,3-4年,本科,民营,50-150人,通信/电信运营、增值服务,https://jobs.51job.com/chengdu/141558030.html?s=sou_sou_soulb&t=0_0&req=85d52fc0f25382cd53f81a05bfa4c1cf,https://jobs.51job.com/all/coVTZWOwBhUm0DYwJoUTI.html
807,高级Java开发工程师,广州南天电脑系统有限公司,8750.0,广州·天河区,5-7年,本科,已上市,500-1000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/139278229.html?s=sou_sou_soulb&t=0_0&req=683ade698e375f1b174d71382563b5e0,https://jobs.51job.com/all/coBmJSMVY3VGtTNFMzAGE.html
808,Java开发工程师（驻点中山）,广州市坚信信息科技有限公司,8500.0,广州·黄埔区,2年,高中,民营,50-150人,计算机软件,https://jobs.51job.com/zhongshan/131176690.html?s=sou_sou_soulb&t=0_0&req=4527c7a5da1b85c706fbdaa02448069d,https://jobs.51job.com/all/coAGVcPAdlVGkPaARnVTc.html
809,Java/.NET开发工程师（会日语优先）,海隆软件（昆山）有限公司,11500.0,昆山,3-4年,大专,已上市,500-1000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/56779626.html?s=sou_sou_soulb&t=0_1&req=ba65ffd7706ccf583750f5245f7a7c82,https://jobs.51job.com/all/coAWRRNVc3BTwEYQxpAGc.html
810,Java,成都迈思信息技术有限公司,10500.0,成都·锦江区,3-4年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/chengdu/148399225.html?s=sou_sou_soulb&t=0_0&req=ba65ffd7706ccf583750f5245f7a7c82,https://jobs.51job.com/all/coBWACZV44BDgOaVE6XT4.html
811,Java高级工程师,上海西虹桥导航技术有限公司,15000.0,上海·青浦区,3-4年,本科,合资,50-150人,计算机软件,https://jobs.51job.com/shanghai/145227872.html?s=sou_sou_soulb&t=0_0&req=ba65ffd7706ccf583750f5245f7a7c82,https://jobs.51job.com/all/coVTYBY1U-VWMCYFQ0Vzc.html
812,Java初级开发工程师,上海知力信息科技有限公司,7500.0,上海·浦东新区,2年,大专,民营,少于50人,互联网/电子商务,https://jobs.51job.com/shanghai/126047288.html?s=sou_sou_soulb&t=0_0&req=ba65ffd7706ccf583750f5245f7a7c82,https://jobs.51job.com/all/coB2NSMwNoDjMCYgxtBWk.html
813,Java开发工程师,西安电子科技大学广州研究院,8750.0,广州·黄埔区,3-4年,硕士,事业单位,150-500人,教育/培训/院校,https://jobs.51job.com/guangzhou/144820214.html?s=sou_sou_soulb&t=0_0&req=ba65ffd7706ccf583750f5245f7a7c82,https://jobs.51job.com/all/coUzJdPFMxVmwFYwFiUTc.html
814,Java全栈工程师,清能艾科（深圳）能源技术有限公司,8750.0,深圳·南山区,1年,本科,创业公司,少于50人,环保,https://jobs.51job.com/shenzhen/146129154.html?s=sou_sou_soulb&t=0_0&req=b294dbb671d1357e75948572747522db,https://jobs.51job.com/all/coB2VXMlY9AT9WMFczAGI.html
815,JAVA程序员/开发工程师,北京思诺博信息技术有限公司,11500.0,北京·朝阳区,2年,本科,合资,500-1000人,计算机软件,https://jobs.51job.com/beijing/123284714.html?s=sou_sou_soulb&t=0_0&req=25695d8053e7e3885d4e4dbda33a7ea2,https://jobs.51job.com/all/coAWJUMlQyBDNVNgBqBmA.html
816,中高级Java开发工程师,航瑞智能系统（深圳）有限公司,12500.0,成都·武侯区,3-4年,本科,民营,50-150人,机械/设备/重工,https://jobs.51job.com/chengdu/142236041.html?s=sou_sou_soulb&t=0_0&req=25695d8053e7e3885d4e4dbda33a7ea2,https://jobs.51job.com/all/coCG1VNlE6UmQDY1Y9XTo.html
817,对日项目经理（Java方向）,北京政通仁和建材有限公司,17500.0,嘉兴·秀洲区,8-9年,本科,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/132440009.html?s=sou_sou_soulb&t=0_1&req=6962cd81fa568c9b431bf8dbd3c814cb,https://jobs.51job.com/all/coVTZUMwBmVGsGYAJhUzE.html
818,Java项目经理（唐镇）,上海复深蓝软件股份有限公司,2450.0,上海·浦东新区,5-7年,本科,已上市,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/146989878.html?s=sou_sou_soulb&t=0_0&req=6962cd81fa568c9b431bf8dbd3c814cb,https://jobs.51job.com/all/coA2RXMwBhBzsGYFMz.html
819,Java开发工程师,上海冉青电子科技有限公司,15000.0,上海,1年,大专,民营,50-150人,,https://jobs.51job.com/shanghai/141010658.html?s=sou_sou_soulb&t=0_0&req=6962cd81fa568c9b431bf8dbd3c814cb,https://jobs.51job.com/all/coUTMHa1UwAz8Cbw1u.html
820,Java高级软件开发工程师,上海亿业网络科技发展有限公司,9000.0,上海·浦东新区,3-4年,本科,合资,50-150人,计算机软件,https://jobs.51job.com/shanghai/58729810.html?s=sou_sou_soulb&t=0_0&req=6962cd81fa568c9b431bf8dbd3c814cb,https://jobs.51job.com/all/coCGxUMARkUmUHYVMyAGY.html
821,JAVA开发,中海油信息科技有限公司,10200.0,惠州,5-7年,硕士,国企,1000-5000人,计算机软件,https://jobs.51job.com/shenzhen/140954503.html?s=sou_sou_soulb&t=0_1&req=4a635284faadfc8591d13f7158bbeae4,https://jobs.51job.com/all/coVjJTMwBkBD8PalYwBmA.html
822,java开发工程师,成都熊谷加世电器有限公司,12500.0,成都·郫都区,2年,本科,民营,150-500人,,https://jobs.51job.com/chengdu/147780032.html?s=sou_sou_soulb&t=0_0&req=3f2a3f0c50725a2b6d6f2289ae628ea9,https://jobs.51job.com/all/coBGBUOAVjBzsPbVA2VDI.html
823,Java初级开发工程师,深圳市科讯数码有限公司,5250.0,广州·天河区,1年,大专,民营,50-150人,通信/电信/网络设备,https://jobs.51job.com/guangzhou/117877656.html?s=sou_sou_soulb&t=0_0&req=3f2a3f0c50725a2b6d6f2289ae628ea9,https://jobs.51job.com/all/coVDNdPwJnVWhSNFM0.html
824,Java软件工程师,深圳市中创电测技术有限公司,8600.0,深圳·龙华区,5-7年,本科,民营,50-150人,电气/电力/水利,https://jobs.51job.com/shenzhen/146689481.html?s=sou_sou_soulb&t=0_0&req=d4b0bcc98528598f00b715aef49e27a2,https://jobs.51job.com/all/coVTABZwVuAT4DYFQ_AGM.html
825,Java开发工程师,北京网安通达科技有限公司,11500.0,北京·昌平区,1年,大专,民营,,计算机软件,https://jobs.51job.com/chengde/146260507.html?s=sou_sou_soulb&t=0_0&req=d4b0bcc98528598f00b715aef49e27a2,https://jobs.51job.com/all/coVDUBYF87Az1WMAJgUTA.html
826,java工程师,北京中外翻译咨询有限公司,10000.0,北京·西城区,2年,本科,国企,150-500人,教育/培训/院校,https://jobs.51job.com/beijing/129621114.html?s=sou_sou_soulb&t=0_0&req=d4b0bcc98528598f00b715aef49e27a2,https://jobs.51job.com/all/coB2RQNlYzVmEPa1EwXDo.html
