,职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
261,C/C++高级工程师（4A-PAM产品）,格尔软件股份有限公司,10250.0,成都·武侯区,8-9年,本科,已上市,500-1000人,互联网/电子商务,https://jobs.51job.com/chengdu/145324449.html?s=sou_sou_soulb&t=0_0&req=22c1aa1e1fe046e1570a682716aa4d42,https://jobs.51job.com/all/coCG9QNgdtATcFYFcx.html
262,C/C++开发工程师,商密（广州）信息科技有限公司,17500.0,广州·黄埔区,3-4年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/146499626.html?s=sou_sou_soulb&t=0_0&req=593ca4ca41ede39453f7bd82bdf78da4,https://jobs.51job.com/all/coVTQGYlYyVGgFaAFlXTk.html
263,软件开发工程师（PON方向）,明瑞电子（成都）有限公司,16000.0,成都,3-4年,本科,外资（非欧美）,150-500人,,https://jobs.51job.com/chengdu/145153450.html?s=sou_sou_soulb&t=0_0&req=0cefffa46bb86e8e94000b688a5c94d1,https://jobs.51job.com/all/coUjJXMVc1VG0BZA1n.html
264,C/C++/QT开发工程师,南京雷电信息技术有限公司,16000.0,成都·青羊区,2年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/chengdu/125529201.html?s=sou_sou_soulb&t=0_0&req=fc4a348f0feaf545d0b9207dea12dd64,https://jobs.51job.com/all/coUTRdOwRmAz4OY1YwBWI.html
265,项目管理岗C,四川领致人力资源管理有限公司,9000.0,成都·简阳市,3-4年,本科,民营,少于50人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/chengdu/148327211.html?s=sou_sou_soulb&t=0_0&req=8dd5e31fc6178c4dab168378fa3b39c1,https://jobs.51job.com/all/coB2cGYgJjAzxWMANkVDY.html
266,外贸营销助理（IOT-C）,惠科股份有限公司,9000.0,深圳·宝安区,无需经验,本科,民营,5000-10000人,电子技术/半导体/集成电路,https://jobs.51job.com/shenzhen/135305357.html?s=sou_sou_soulb&t=0_0&req=ab38563309633d1a20ff28c81068f1e2,https://jobs.51job.com/all/coVDNWMAVvVW4AYgNlAWM.html
267,C开发工程师,京北方信息技术股份有限公司上海分公司,19000.0,上海,5-7年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shanghai/148376441.html?s=sou_sou_soulb&t=0_0&req=d56bf483b96eed08c6190907ecb028ea,https://jobs.51job.com/all/coVDBQNwViBDNWMgNlXDs.html
268,C/C++开发工程师(J11065),曙光信息产业股份有限公司,8750.0,武汉·东西湖区,3-4年,本科,国企,1000-5000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/beijing/144933150.html?s=sou_sou_soulb&t=0_1&req=3ec5b5b80849dbb04910c67e86283314,https://jobs.51job.com/all/coUzcFZQJlAjgGZ1My.html
269,c/c++开发工程师,北京特微智能科技有限公司,10250.0,广州·天河区,5-7年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/guangzhou/147787645.html?s=sou_sou_soulb&t=0_0&req=83b3ecc20bd0eb2adc8bca9e768aeff5,https://jobs.51job.com/all/coB2cBYFQxBTsFYAdgXT8.html
270,高级软件工程师（C/C++）,上海依思信息科技有限公司,17500.0,成都·武侯区,3-4年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/chengdu/147059613.html?s=sou_sou_soulb&t=0_0&req=74d18df95e8bc16d130e86153dfe8774,https://jobs.51job.com/all/coA2YFY185BzgPag1vAWc.html
271,linux C开发工程师,成都数维通信技术有限公司,12500.0,成都·武侯区,3-4年,本科,民营,50-150人,通信/电信/网络设备,https://jobs.51job.com/chengdu/139156260.html?s=sou_sou_soulb&t=0_0&req=74d18df95e8bc16d130e86153dfe8774,https://jobs.51job.com/all/coA2ZSNl89ATkPaQxpAGM.html
272,C照货运司机固定货源+保底,上海辰典国际物流有限公司,12500.0,上海·奉贤区,1年,,民营,50-150人,交通/运输/物流,https://jobs.51job.com/shanghai/147201437.html?s=sou_sou_soulb&t=0_0&req=74d18df95e8bc16d130e86153dfe8774,https://jobs.51job.com/all/coBGVTMVU0ADsBYlQ1VDg.html
273,C证送货司机,厦门金龙联合汽车工业有限公司,9000.0,佛山·顺德区,3-4年,初中及以下,国企,5000-10000人,汽车,https://jobs.51job.com/guangzhou/145191607.html?s=sou_sou_soulb&t=0_1&req=74d18df95e8bc16d130e86153dfe8774,https://jobs.51job.com/all/coBGVQNlQyU2sBbQJhVTg.html
274,MTS Silicon Design Engineer,"Sytrons Technology Co.,Ltd. 思信电子科技有限公司",11750.0,上海·浦东新区,3-4年,本科,民营,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/124234034.html?s=sou_sou_soulb&t=0_0&req=08b8a9d09a4a0c8c07885974310513ec,https://jobs.51job.com/all/coAWQFZANhAjkBZAZnVTM.html
275,"日薪600,700,800,900,1000/C照货运司机",广州市润达物流有限公司,13500.0,广州·海珠区,无需经验,,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/guangzhou/145863813.html?s=sou_sou_soulb&t=0_0&req=c9d9113b4284e34232fae88cf3ac21a5,https://jobs.51job.com/all/coVTQFZQRnVmBTMwFrUDA.html
276,月均12000-16000/C照货运司机,广州市润达物流有限公司,13500.0,广州·番禺区,无需经验,,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/guangzhou/145863726.html?s=sou_sou_soulb&t=0_0&req=2a6aa00f56f527d2f4b14bf782dcc07c,https://jobs.51job.com/all/coVTQFZQRnVmBTMwFrUDA.html
277,不租不扣招C照小货车司机,广州市润达物流有限公司,13500.0,广州·荔湾区,无需经验,,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/guangzhou/147039817.html?s=sou_sou_soulb&t=0_0&req=81dac131877460174d4c23aa60451bf2,https://jobs.51job.com/all/coVTQFZQRnVmBTMwFrUDA.html
278,广州-C+B-销售代表,必正医药科技（浙江）有限公司,12500.0,广州,3-4年,大专,民营,50-150人,医疗/护理/卫生,https://jobs.51job.com/guangzhou/147588147.html?s=sou_sou_soulb&t=0_0&req=51114fdc85498766b42bdc2b62122feb,https://jobs.51job.com/all/coUzAGagRhBTsHYlAzAm8.html
279,C/C++开发工程师,广州致远电子股份有限公司,7200.0,广州·天河区,2年,本科,民营,500-1000人,仪器仪表/工业自动化,https://jobs.51job.com/guangzhou/63796352.html?s=sou_sou_soulb&t=0_0&req=4924ec68242ca619d6b4a0c7f7dcd246,https://jobs.51job.com/all/coAm1VMl8-Aj8GY1Qy.html
280,c/c++开发工程师,广州市富元电子有限公司,9000.0,广州·天河区,1年,本科,民营,少于50人,汽车,https://jobs.51job.com/guangzhou/148334891.html?s=sou_sou_soulb&t=0_0&req=4186edbe229e1051294b00fb0da078a2,https://jobs.51job.com/all/coAGUHawJjAD8Ob1YwXDo.html
281,c/c++开发工程师,杭州四维映射软件有限公司,35500.0,杭州·余杭区,2年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/shanghai/147288688.html?s=sou_sou_soulb&t=0_1&req=83b3ecc20bd0eb2adc8bca9e768aeff5,https://jobs.51job.com/all/coCGkHZQBgAzkHZAdiBWU.html
282,整车OS服务框架-资深C/C++软件开发,上海介方信息技术有限公司,4500.0,上海·闵行区,5-7年,本科,民营,少于50人,通信/电信/网络设备,https://jobs.51job.com/shanghai/146010826.html?s=sou_sou_soulb&t=0_0&req=74d18df95e8bc16d130e86153dfe8774,https://jobs.51job.com/all/coAGICZQBkVW0BZVAzAGE.html
283,进口 商品 采购,喜士多便利店C-STORE-零售业-连锁,9000.0,上海·静安区,1年,大专,民营,1000-5000人,互联网/电子商务,https://jobs.51job.com/shanghai/147655163.html?s=sou_sou_soulb&t=0_0&req=cb0eabd808a170857b71b75803be088a,https://jobs.51job.com/all/coAmZVMFM1ATlVNAVh.html
284,C类营业部-法律合规兼综合,长江证券股份有限公司上海东门路证券营业部,12500.0,上海·崇明区,2年,本科,国企,少于50人,金融/投资/证券,https://jobs.51job.com/shanghai/106945950.html?s=sou_sou_soulb&t=0_0&req=1654f24c7feb3535608bddb3bed897ea,https://jobs.51job.com/all/coA2FdOVcyDzcGYQ1vUD0.html
285,C/C++开发工程师,深圳劲鑫科技有限公司,9000.0,深圳·宝安区,3-4年,本科,民营,150-500人,仪器仪表/工业自动化,https://jobs.51job.com/shenzhen/144766310.html?s=sou_sou_soulb&t=0_0&req=1654f24c7feb3535608bddb3bed897ea,https://jobs.51job.com/all/coBWddOlY1VGNRNwFhVzU.html
286,C开发软件工程师,上海丰蕾信息科技有限公司,15000.0,上海·普陀区,3-4年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/133696667.html?s=sou_sou_soulb&t=0_0&req=1654f24c7feb3535608bddb3bed897ea,https://jobs.51job.com/all/coAmABbQViUWhTNgxoVDY.html
287,采购经理/主管（C端）,壹药网科技（上海）股份有限公司,30000.0,上海,5-7年,本科,民营,,,https://jobs.51job.com/shanghai/148037948.html?s=sou_sou_soulb&t=0_0&req=c3bff4886f7a8d21e897d04a6d19b83a,https://jobs.51job.com/all/coUjJTMARgADdRNQRuVzI.html
288,高级C/C++研发工程师,格尔软件股份有限公司,11750.0,成都·武侯区,5-7年,本科,已上市,500-1000人,互联网/电子商务,https://jobs.51job.com/chengdu/148131701.html?s=sou_sou_soulb&t=0_0&req=c3bff4886f7a8d21e897d04a6d19b83a,https://jobs.51job.com/all/coCG9QNgdtATcFYFcx.html
289,C&B Manager,传思译奥（上海）商贸有限公司,17500.0,上海·静安区,8-9年,本科,外资（欧美）,150-500人,批发/零售,https://jobs.51job.com/shanghai/147787768.html?s=sou_sou_soulb&t=0_0&req=c3bff4886f7a8d21e897d04a6d19b83a,https://jobs.51job.com/all/coAGdQMgNoDzlSPgJjAGM.html
290,高薪林和西销售顾问c,小行家按揭（广州）信息咨询有限公司,9000.0,广州·天河区,无需经验,中技/中专,民营,150-500人,金融/投资/证券,https://jobs.51job.com/guangzhou/126955454.html?s=sou_sou_soulb&t=0_0&req=80f33703535f142e7c908e9f610b762e,https://jobs.51job.com/all/coBmZTNlI4UmwPaAZgUDE.html
291,送货司机,深圳市恒天伟业科技有限公司,5750.0,深圳·宝安区,3-4年,高中,民营,150-500人,贸易/进出口,https://jobs.51job.com/shenzhen/147801741.html?s=sou_sou_soulb&t=0_0&req=84567c76839df5ca30804766dc95bba9,https://jobs.51job.com/all/coUjYCZQdlADwEZlE6AGI.html
292,C/C++开发工程师(J10847),长园深瑞继保自动化有限公司,16000.0,深圳,2年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/shenzhen/148025981.html?s=sou_sou_soulb&t=0_0&req=708085d49f98647af57e1db05b6aa846,https://jobs.51job.com/all/coCW1dPgNlAT0CYwBiUjc.html
293,C开发（广州） (MJ008044),神州数码信息服务股份有限公司,10250.0,广州,5-7年,本科,已上市,10000人以上,计算机软件,https://jobs.51job.com/guangzhou/142075266.html?s=sou_sou_soulb&t=0_0&req=37385b8797fb18b99ee25cf60d868a9b,https://jobs.51job.com/all/coVDBSMFQ_BDkBZlE0UD0.html
294,高级C开发工程师,京北方信息技术股份有限公司珠海分公司,9650.0,上海·浦东新区,5-7年,本科,民营,少于50人,,https://jobs.51job.com/shanghai/147116894.html?s=sou_sou_soulb&t=0_0&req=7273dad172830641c847d00a57dff3a0,https://jobs.51job.com/all/coBmVTP184UmkPagNnBmQ.html
295,浦东新区 便利店 营业员  店员,喜士多便利店C-STORE-零售业-连锁,5150.0,上海·浦东新区,无需经验,初中及以下,民营,1000-5000人,互联网/电子商务,https://jobs.51job.com/shanghai/64542738.html?s=sou_sou_soulb&t=0_0&req=c200f30223c11b5b817c60bb29f94f1f,https://jobs.51job.com/all/coAmZVMFM1ATlVNAVh.html
296,Supervisor Account Management-cross border,上海罗宾升国际货运有限公司,15000.0,上海·长宁区,5-7年,大专,外资（欧美）,1000-5000人,交通/运输/物流,https://jobs.51job.com/shanghai/143143096.html?s=sou_sou_soulb&t=0_0&req=2bc6e295a9ee04165c78c8d82ad5093c,https://jobs.51job.com/all/coBWBdO1Q3BzEAYARu.html
297,薪资福利专员（C&B）,上海顺能光电科技有限公司,10500.0,上海·长宁区,3-4年,本科,外资（欧美）,50-150人,新能源,https://jobs.51job.com/shanghai/144032815.html?s=sou_sou_soulb&t=0_0&req=9d02555ffcf2f85365b5b1fef7c3305d,https://jobs.51job.com/all/coBWFXMARgBD0FaFM1XT0.html
298,UNIX C 工程师,中讯志远（武汉）科技有限公司,10500.0,北京·西城区,2年,本科,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/125417373.html?s=sou_sou_soulb&t=0_0&req=6c2ea572c113f4b70e48ac0ee243be3a,https://jobs.51job.com/all/coVDFQMlY1AToCYwVnVDg.html
299,高级养老规划师C,中国平安人寿保险股份有限公司四川分公司,9000.0,成都·郫都区,3-4年,大专,合资,,金融/投资/证券,https://jobs.51job.com/chengdu/147927926.html?s=sou_sou_soulb&t=0_0&req=21e302dffbd27a3beedec3c4aaa0e9b9,https://jobs.51job.com/all/coBGVWNwRiUW8GYgdgUzc.html
300,软件开发工程师（QT),富士康科技集团,12000.0,深圳·龙华区,5-7年,本科,外资（非欧美）,10000人以上,电子技术/半导体/集成电路,https://jobs.51job.com/shenzhen/142569471.html?s=sou_sou_soulb&t=0_0&req=44ca58556d71fef6a8449ba4f3b726d0,https://jobs.51job.com/all/coUTEFaV8_AjwObAJiVTU.html
301,产品工艺工程师（C）,上海电器股份有限公司人民电器厂,12500.0,上海·静安区,3-4年,本科,国企,500-1000人,仪器仪表/工业自动化,https://jobs.51job.com/shanghai/131970033.html?s=sou_sou_soulb&t=0_0&req=c3bff4886f7a8d21e897d04a6d19b83a,https://jobs.51job.com/all/coUzdVN181DzAHalQ1XTs.html
302,C/C++软件工程师  (EMOS-Core开发方向),上海映驰科技有限公司,5500.0,上海·徐汇区,5-7年,本科,民营,150-500人,汽车,https://jobs.51job.com/shanghai/147271986.html?s=sou_sou_soulb&t=0_0&req=6d4893b8114bc8fffaba7d9f4d55f3d1,https://jobs.51job.com/all/coB2RcOl49DjRSMlY1BWY.html
303,C/C++软件工程师,深圳市明泰智能技术有限公司,12000.0,深圳·南山区,1年,本科,民营,150-500人,原材料和加工,https://jobs.51job.com/shenzhen/124187613.html?s=sou_sou_soulb&t=0_0&req=c8ab29ff7f0d6d7093f7e5c8297dc27a,https://jobs.51job.com/all/coAGQCYQJkBD1SMlYyXT8.html
304,招C 1证专车司机,上海杰华汽车租赁有限公司,13000.0,上海·宝山区,无需经验,,民营,50-150人,租赁服务,https://jobs.51job.com/shanghai/138690850.html?s=sou_sou_soulb&t=0_0&req=14b7864e3f8f45bd62f862d68e9e5941,https://jobs.51job.com/all/coVTVXOlI5VW8DZlcyVzM.html
305,C/C++开发工程师,北京聘多多科技有限公司,9000.0,广州,1年,大专,民营,500-1000人,计算机软件,https://jobs.51job.com/guangzhou/143775711.html?s=sou_sou_soulb&t=0_0&req=fc4a348f0feaf545d0b9207dea12dd64,https://jobs.51job.com/all/coVjZQNFMxBTkDZgBiB2I.html
306,c照司机不装卸,成都上财车汇汽车服务有限公司,7000.0,成都·龙泉驿区,无需经验,,民营,150-500人,交通/运输/物流,https://jobs.51job.com/chengdu/145774287.html?s=sou_sou_soulb&t=0_0&req=22c1aa1e1fe046e1570a682716aa4d42,https://jobs.51job.com/all/coVTRRNFE3VW4Haw1qAmE.html
307,C猎头顾问（成都锦江区）01,东莞市耀星网络技术有限公司,9750.0,成都·锦江区,2年,本科,民营,50-150人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/dongguan/140398652.html?s=sou_sou_soulb&t=0_0&req=604a3d85d568b6cdc33ac3b6ef4eb742,https://jobs.51job.com/all/coA2JXMV88BzsOaANiAWI.html
308,产品经理-HVAC暖通阀门执行器,西门子(中国)有限公司 SLC (A&C),11250.0,北京,5-7年,本科,外资（欧美）,,金融/投资/证券,https://jobs.51job.com/beijing/146059453.html?s=sou_sou_soulb&t=0_0&req=9be332daa26b50c609f191dffbd6e81f,https://jobs.51job.com/all/coBWFUNQdkBDJVMQBnVDA.html
309,85度c店员-就近分配-19/h,四川伯程润锦信息技术有限公司,4500.0,上海·浦东新区,无需经验,,民营,,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shanghai/144264019.html?s=sou_sou_soulb&t=0_0&req=593ca4ca41ede39453f7bd82bdf78da4,https://jobs.51job.com/all/coVTRWMlI3BDIGY1M1AmA.html
310,运营服务主管（TO C）,深圳诺康医疗科技股份有限公司,12500.0,深圳,2年,大专,民营,50-150人,计算机硬件,https://jobs.51job.com/shenzhen/147412234.html?s=sou_sou_soulb&t=0_0&req=8dd5e31fc6178c4dab168378fa3b39c1,https://jobs.51job.com/all/coB2JTM1AzVW0BZQZlXT8.html
311,"C&B Manager, AP",特灵科技,3500.0,苏州·吴江区,8-9年,本科,外资（欧美）,5000-10000人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shanghai/147866801.html?s=sou_sou_soulb&t=0_1&req=ab38563309633d1a20ff28c81068f1e2,https://jobs.51job.com/all/coAWIFZgVhU28FZgJjUDc.html
312,农业供应链销售管理负责人（兼C端销售）,成都百庆控股集团有限公司,6500.0,成都·高新区,3-4年,,民营,150-500人,房地产,https://jobs.51job.com/chengdu/146372001.html?s=sou_sou_soulb&t=0_0&req=3ec5b5b80849dbb04910c67e86283314,https://jobs.51job.com/all/coAWJSNl8-VmxVNFYwUj4.html
313,嵌入式软件工程师,深圳森云智能科技有限公司,7200.0,深圳·南山区,1年,本科,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shenzhen/147990665.html?s=sou_sou_soulb&t=0_0&req=08b8a9d09a4a0c8c07885974310513ec,https://jobs.51job.com/all/coAGNVNwNkBTNVMgBrAWU.html
314,C证司机,佛山市南海区特奔驰汽车零配件店,6500.0,广州·荔湾区,1年,,民营,,汽车零配件,https://jobs.51job.com/guangzhou/139639315.html?s=sou_sou_soulb&t=0_0&req=c9d9113b4284e34232fae88cf3ac21a5,https://jobs.51job.com/all/coBmcFYAdlBzkCYA1oUTI.html
315,C/C++开发工程师(J10456),深圳市捷顺科技实业股份有限公司,8750.0,深圳·龙华区,5-7年,本科,已上市,1000-5000人,电子技术/半导体/集成电路,https://jobs.51job.com/shenzhen/147853959.html?s=sou_sou_soulb&t=0_0&req=83b3ecc20bd0eb2adc8bca9e768aeff5,https://jobs.51job.com/all/coBGZQNl84ADoGYQ1u.html
316,外贸单证员(L/C),上海吉田拉链有限公司,6250.0,上海·虹口区,1年,大专,外资（非欧美）,1000-5000人,,https://jobs.51job.com/shanghai/130634948.html?s=sou_sou_soulb&t=0_0&req=4924ec68242ca619d6b4a0c7f7dcd246,https://jobs.51job.com/all/coB2NXN1Q3BzpUMgRg.html
317,单片机硬件工程师（C\C++）,深圳信瑞新能源科技有限公司,7200.0,深圳·宝安区,5-7年,大专,民营,少于50人,新能源,https://jobs.51job.com/shenzhen/145558525.html?s=sou_sou_soulb&t=0_0&req=51114fdc85498766b42bdc2b62122feb,https://jobs.51job.com/all/coBGZcPwNlVGgGZVY1BWk.html
318,Linux C/C++高级工程师,深圳市深密信安科技有限公司,15000.0,深圳·南山区,3-4年,本科,民营,50-150人,通信/电信/网络设备,https://jobs.51job.com/shenzhen/138913586.html?s=sou_sou_soulb&t=0_0&req=9d02555ffcf2f85365b5b1fef7c3305d,https://jobs.51job.com/all/coVTRdOQBgAz0Db1c9VjU.html
319,交互设计师（C端）,SHEIN,12000.0,深圳·南山区,3-4年,本科,民营,10000人以上,贸易/进出口,https://jobs.51job.com/shenzhen/148099995.html?s=sou_sou_soulb&t=0_0&req=9d02555ffcf2f85365b5b1fef7c3305d,https://jobs.51job.com/all/coB2RdOlMzVmgEYwFrUjI.html
320,c/c++软件开发,上海网擎信息系统有限公司,9500.0,上海·杨浦区,3-4年,本科,民营,,通信/电信/网络设备,https://jobs.51job.com/kunming/146822215.html?s=sou_sou_soulb&t=0_0&req=9d02555ffcf2f85365b5b1fef7c3305d,https://jobs.51job.com/all/coB2ZSNVI2BTpSNAFnVjA.html
321,C/C++开发工程师,深圳市瑞吉联通信科技有限公司,15500.0,深圳·南山区,3-4年,本科,民营,150-500人,通信/电信/网络设备,https://jobs.51job.com/shenzhen/143587612.html?s=sou_sou_soulb&t=0_0&req=21e302dffbd27a3beedec3c4aaa0e9b9,https://jobs.51job.com/all/coCGhWNV48AjUAYQVgBWI.html
322,直招c牌司机送果蔬小家电,聘聘车拼拼货（广州）供应链有限公司,10000.0,广州·黄埔区,1年,初中及以下,民营,少于50人,交通/运输/物流,https://jobs.51job.com/guangzhou/147918067.html?s=sou_sou_soulb&t=0_0&req=4186edbe229e1051294b00fb0da078a2,https://jobs.51job.com/all/coAmNTMwJoVWgPbwxvVjs.html
323,日薪500-700/C照货运司机/不用装卸,广州市润达物流有限公司,13500.0,广州·番禺区,无需经验,,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/guangzhou/145863680.html?s=sou_sou_soulb&t=0_0&req=2a6aa00f56f527d2f4b14bf782dcc07c,https://jobs.51job.com/all/coVTQFZQRnVmBTMwFrUDA.html
324,C照送货司机日结600-800,广州市润达物流有限公司,13500.0,广州·越秀区,无需经验,,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/guangzhou/145775054.html?s=sou_sou_soulb&t=0_0&req=2a6aa00f56f527d2f4b14bf782dcc07c,https://jobs.51job.com/all/coVTQFZQRnVmBTMwFrUDA.html
325,高薪+稳定+自由 月均12000 C照货运司机,广州市润达物流有限公司,13500.0,广州·番禺区,无需经验,,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/guangzhou/146031417.html?s=sou_sou_soulb&t=0_0&req=2a6aa00f56f527d2f4b14bf782dcc07c,https://jobs.51job.com/all/coVTQFZQRnVmBTMwFrUDA.html
326,日薪600+ C照货运司机 高薪+稳定+自由,广州市润达物流有限公司,13500.0,广州·白云区,无需经验,,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/guangzhou/146151710.html?s=sou_sou_soulb&t=0_0&req=2a6aa00f56f527d2f4b14bf782dcc07c,https://jobs.51job.com/all/coVTQFZQRnVmBTMwFrUDA.html
327,日均薪600/C照货运司机/日结,广州市润达物流有限公司,13500.0,佛山·南海区,无需经验,,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/guangzhou/145864058.html?s=sou_sou_soulb&t=0_1&req=80f33703535f142e7c908e9f610b762e,https://jobs.51job.com/all/coVTQFZQRnVmBTMwFrUDA.html
328,Java工程师（兼C开发,深圳市雷摩电子有限公司,15000.0,深圳·宝安区,3-4年,大专,民营,50-150人,新能源,https://jobs.51job.com/shenzhen/141170213.html?s=sou_sou_soulb&t=0_0&req=d56bf483b96eed08c6190907ecb028ea,https://jobs.51job.com/all/coBWAGZlYxUWYGZAFgUzQ.html
329,研学项目经理（C端）,成都红星智慧数字传媒股份有限公司,12500.0,成都·天府新区,3-4年,本科,国企,50-150人,文字媒体/出版,https://jobs.51job.com/chengdu/144105598.html?s=sou_sou_soulb&t=0_0&req=84567c76839df5ca30804766dc95bba9,https://jobs.51job.com/all/coCGhVNQNlUW8PYgBjAmI.html
330,c/c++开发工程师,杭州四维映射软件有限公司,35500.0,杭州·余杭区,2年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/shanghai/147288688.html?s=sou_sou_soulb&t=0_1&req=708085d49f98647af57e1db05b6aa846,https://jobs.51job.com/all/coCGkHZQBgAzkHZAdiBWU.html
331,C臂产品销售专员 (R3699880),GE医疗集团,13457.0,北京,5-7年,本科,外资（欧美）,5000-10000人,,http://ge.51job.com/sc/jobdetail.html?jobid=146949301,http://ge.51job.com
332,日薪500-700 月均12000-15000 C照货运司机,广州市润达物流有限公司,13500.0,广州·海珠区,无需经验,,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/guangzhou/146152228.html?s=sou_sou_soulb&t=0_0&req=7273dad172830641c847d00a57dff3a0,https://jobs.51job.com/all/coVTQFZQRnVmBTMwFrUDA.html
333,Logistics Associate - TMC,上海罗宾升国际货运有限公司,8250.0,上海·静安区,1年,本科,外资（欧美）,1000-5000人,交通/运输/物流,https://jobs.51job.com/shanghai/98789391.html?s=sou_sou_soulb&t=0_0&req=c200f30223c11b5b817c60bb29f94f1f,https://jobs.51job.com/all/coBWBdO1Q3BzEAYARu.html
334,电气控制工程师,C&D Technologies美国西恩迪技术有限公司,15000.0,上海·奉贤区,8-9年,大专,外资（欧美）,500-1000人,机械/设备/重工,https://jobs.51job.com/shanghai/126154330.html?s=sou_sou_soulb&t=0_0&req=2bc6e295a9ee04165c78c8d82ad5093c,https://jobs.51job.com/all/coUzRRNQNoUWkDbwZm.html
335,安全员,上海能电电力工程有限公司,8750.0,上海·普陀区,3-4年,大专,民营,150-500人,建筑/建材/工程,https://jobs.51job.com/shanghai/113029613.html?s=sou_sou_soulb&t=0_0&req=0cefffa46bb86e8e94000b688a5c94d1,https://jobs.51job.com/all/coCG0CZQBmVmwAZABkB2A.html
336,APP测试-有汽车和移动端APP-C,上海择仕信息科技有限公司,10250.0,上海·虹口区,3-4年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/144333833.html?s=sou_sou_soulb&t=0_0&req=1654f24c7feb3535608bddb3bed897ea,https://jobs.51job.com/all/coA2NTNlQzDjAOaFQ1VjY.html
337,公用设施水电工,C&D Technologies美国西恩迪技术有限公司,7000.0,上海·奉贤区,5-7年,,外资（欧美）,500-1000人,机械/设备/重工,https://jobs.51job.com/shanghai/140861982.html?s=sou_sou_soulb&t=0_0&req=cb0eabd808a170857b71b75803be088a,https://jobs.51job.com/all/coUzRRNQNoUWkDbwZm.html
338,C&B Supervisor,亨氏（中国）投资有限公司,14000.0,上海·黄浦区,2年,本科,外资（欧美）,1000-5000人,快速消费品(食品、饮料、化妆品),https://jobs.51job.com/shanghai/146679275.html?s=sou_sou_soulb&t=0_0&req=74d18df95e8bc16d130e86153dfe8774,https://jobs.51job.com/all/coCG0HYVUxBjgGYQVnVTk.html
339,招C证商务小车司机,淄博运力快聘信息科技有限公司,10000.0,成都,无需经验,,民营,,租赁服务,https://jobs.51job.com/chengdu/148094615.html?s=sou_sou_soulb&t=0_0&req=057a0014ba1c4b8db0babd9cab5b133b,https://jobs.51job.com/all/coAmMFZlQ-DzVWMFYwUjE.html
340,C/C++/嵌入式开发工程师,上海思深宇维信息科技有限公司,9000.0,上海,2年,大专,民营,少于50人,通信/电信/网络设备,https://jobs.51job.com/shanghai/105171767.html?s=sou_sou_soulb&t=0_0&req=b5c5b5e02b4673ab3cac72ee7d78cb8b,https://jobs.51job.com/all/coUTVQPFA1AzVUOFE3VTc.html
341,外贸C端业务员,深圳市金利洋科技有限公司,11500.0,深圳·龙华区,1年,大专,民营,50-150人,仪器仪表/工业自动化,https://jobs.51job.com/shenzhen/130618653.html?s=sou_sou_soulb&t=0_0&req=b5c5b5e02b4673ab3cac72ee7d78cb8b,https://jobs.51job.com/all/coCWwGZFIzAzRTMAVgUzA.html
342,c/c++开发工程师,深圳市路远智能装备有限公司,11750.0,深圳·宝安区,3-4年,本科,民营,150-500人,机械/设备/重工,https://jobs.51job.com/shenzhen/147426472.html?s=sou_sou_soulb&t=0_0&req=b5c5b5e02b4673ab3cac72ee7d78cb8b,https://jobs.51job.com/all/coA2AHagRnDzgDYQNlBWA.html
343,C开发工程师,京北方信息技术股份有限公司上海分公司,19000.0,上海,5-7年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shanghai/148376441.html?s=sou_sou_soulb&t=0_0&req=057a0014ba1c4b8db0babd9cab5b133b,https://jobs.51job.com/all/coVDBQNwViBDNWMgNlXDs.html
