职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
销售经理岗(J39129),北京京东方能源科技有限公司,1.5-2万·15薪,北京,5-7年,本科,国企,50-150人,电气/电力/水利,https://jobs.51job.com/beijing/148556970.html?s=sou_sou_soulb&t=0_0&req=5343e145c770e2af662dbc6b37b13a38,https://jobs.51job.com/all/coAWUAZ1I4U2RRNgRnXDE.html
施工图深化设计师,港桥（北京）装饰有限公司,8千-1.6万,北京·朝阳区,3-4年,大专,民营,,计算机软件,https://jobs.51job.com/beijing/132617594.html?s=sou_sou_soulb&t=0_0&req=224da1856c80636aca36368890be9577,https://jobs.51job.com/all/coVDRTMgNpATsBbFY9AmI.html
大客户销售,北京华欣供应链管理有限公司,7千-1.4万,北京·顺义区,3-4年,大专,民营,1000-5000人,交通/运输/物流,https://jobs.51job.com/beijing/145543223.html?s=sou_sou_soulb&t=0_0&req=ece72c1411ed1d53e4282837de577c5d,https://jobs.51job.com/all/coVTAFZF84UmgPYwZgBmU.html
产品经理,北京京璞医疗科技有限公司,20-30万/年,北京·大兴区,3-4年,本科,民营,少于50人,制药/生物工程,https://jobs.51job.com/beijing/138125258.html?s=sou_sou_soulb&t=0_0&req=224da1856c80636aca36368890be9577,https://jobs.51job.com/all/coAGAHZgNhAzkCYQJjUzc.html
幼儿园厨师,北京师范大学实验幼儿园,6-6.6千,北京·海淀区,无需经验,,事业单位,500-1000人,教育/培训/院校,https://jobs.51job.com/beijing/142093514.html?s=sou_sou_soulb&t=0_0&req=f7a634ecc55c3c5abb524f51cf61c4f8,https://jobs.51job.com/all/coBmIBZAVmBz1RMARmUTw.html
大客户销售+上市公司+底薪7k,北京我爱我家房地产经纪有限公司,1.2-1.5万,北京·丰台区,无需经验,大专,已上市,10000人以上,中介服务,https://jobs.51job.com/beijing/143942975.html?s=sou_sou_soulb&t=0_0&req=cbacbf5a3be98fb515ad6064de0cbc6e,https://jobs.51job.com/all/coUzYFYwJoUW0DZABlAmQ.html
销售,德高赫柏（北京）制冷技术有限公司,7-8千,北京,2年,本科,合资,,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/147809718.html?s=sou_sou_soulb&t=0_0&req=cbacbf5a3be98fb515ad6064de0cbc6e,https://jobs.51job.com/all/coUTBUN1U3AT4AZARhXTA.html
AHKAH 北京王府井店 资深珠宝销售顾问,塔思琦（上海）商业有限公司,9千-1.2万,北京,2年,高中,外资（非欧美）,150-500人,批发/零售,https://jobs.51job.com/beijing/145131357.html?s=sou_sou_soulb&t=0_0&req=0bddb5cfcbc4ddadf2d62add92ae01f1,https://jobs.51job.com/all/coUzZTNgRuUWYFYQJnVzI.html
北京分公司-部门负责人（市场运营部）,中国银行保险信息技术管理有限公司,2-3万,北京,8-9年,本科,国企,500-1000人,保险,https://jobs.51job.com/beijing/145924588.html?s=sou_sou_soulb&t=0_0&req=0bddb5cfcbc4ddadf2d62add92ae01f1,https://jobs.51job.com/all/coUTRVMwNnBTwGZAFgVjY.html
销售工程师（北京）,吉满生物科技（上海）有限公司,1.4-2.8万,北京·丰台区,1年,大专,民营,50-150人,,https://jobs.51job.com/beijing/138391853.html?s=sou_sou_soulb&t=0_0&req=dc1c0dfa67813f7b47b31cff2e78b9c9,https://jobs.51job.com/all/coVDFVM1M1ADoFYAFjVjU.html
投资发展部高级文员（6-10K）,北京中民燃气有限公司,6千-1万,北京·大兴区,3-4年,大专,外资（非欧美）,5000-10000人,批发/零售,https://jobs.51job.com/beijing/138075811.html?s=sou_sou_soulb&t=0_0&req=bd47216f80a5bcf9bee2662d88fb8407,https://jobs.51job.com/all/coAGAGYVU0VGxSMFcwAGY.html
水电维修工,北京振远护卫中心,4-6千,北京·朝阳区,2年,高中,国企,10000人以上,计算机软件,https://jobs.51job.com/beijing/147098046.html?s=sou_sou_soulb&t=0_0&req=bd47216f80a5bcf9bee2662d88fb8407,https://jobs.51job.com/all/coBGUFYVMyDzYFZFAyUzc.html
WEEKEND MaxMara销售-北京翠微百货,琳玛（上海）贸易有限公司,7千-1.2万·13薪,北京·海淀区,1年,高中,合资,1000-5000人,奢侈品/收藏品/工艺品/珠宝,https://jobs.51job.com/beijing/148480803.html?s=sou_sou_soulb&t=0_0&req=632c3406622eaec4024ccc383112f76d,https://jobs.51job.com/all/coUjIGYF45Bz4EYlQyVjM.html
综合业务客户经理,北京创意支点广告有限公司,0.8-1万,北京·海淀区,,,外资（欧美）,少于50人,公关/市场推广/会展,https://jobs.51job.com/beijing/67458569.html?s=sou_sou_soulb&t=0_0&req=46561aaff485bb9f8a222e0a1565c621,https://jobs.51job.com/all/coVjZTP141U25UMFAw.html
货代进口操作/客服 北京地区,鸿霖国际货运代理（上海）有限公司北京分公司,6-8千,北京·朝阳区,2年,大专,外资（非欧美）,50-150人,生活服务,https://jobs.51job.com/beijing/134827283.html?s=sou_sou_soulb&t=0_0&req=2736d723de42992b641bf73588f69d76,https://jobs.51job.com/all/coUzBQMARgBDJVNwBiUTE.html
电子工程师,北京百晶生物技术有限公司,1.3-2万·13薪,北京·顺义区,3-4年,本科,外资（非欧美）,少于50人,制药/生物工程,https://jobs.51job.com/beijing/146662762.html?s=sou_sou_soulb&t=0_0&req=9b356d400228ca2a18c1d3556784affa,https://jobs.51job.com/all/coUjJQN1U2BjgEYFQyBWM.html
助理建筑设计师（北京分公司）,启迪设计集团股份有限公司,1-2万,北京·东城区,1年,本科,已上市,500-1000人,学术/科研,https://jobs.51job.com/beijing/133790590.html?s=sou_sou_soulb&t=0_0&req=77b8a53816c784ee626006cf58ac6858,https://jobs.51job.com/all/coBmIGYVc3DzlUMQZnVjI.html
活动策划,北京颐合互动广告有限公司,6千-1.2万,北京·石景山区,3-4年,大专,民营,少于50人,公关/市场推广/会展,https://jobs.51job.com/beijing/148480404.html?s=sou_sou_soulb&t=0_0&req=43b8d313abfe478993815adb3b2c2dca,https://jobs.51job.com/all/coVTRXNlI5BTJWOg1vVTQ.html
注册专员,北京贝科达医疗器械有限公司,7千-1万,北京,2年,本科,民营,50-150人,医疗设备/器械,https://jobs.51job.com/beijing/133563916.html?s=sou_sou_soulb&t=0_0&req=6d28766f49150c4630c84ab12a007a11,https://jobs.51job.com/all/coUjFdOlU-VW0PbgFlVjQ.html
镜架产品运营主管/专员,普瑞眼科医院集团,1.2-1.7万·14薪,北京·朝阳区,3-4年,本科,民营,1000-5000人,医疗/护理/卫生,https://jobs.51job.com/beijing/148503465.html?s=sou_sou_soulb&t=0_0&req=5447b0b85925f6a17490b76a01e20149,https://jobs.51job.com/all/coCG1RPABiBDoEYwdmXDg.html
区域销售代表,北京北极熊新型建筑材料有限公司,6千-1.2万·13薪,北京·通州区,无需经验,大专,民营,150-500人,贸易/进出口,https://jobs.51job.com/shijiazhuang/141324239.html?s=sou_sou_soulb&t=0_0&req=17785abe5d2cfaa8ddd4cdf31a1c9fff,https://jobs.51job.com/all/coAGBcPFY0DzRUNQFgVTc.html
标书制作员,北京时代文仪家具有限公司,6-8千,北京,2年,大专,民营,500-1000人,家具/家电/玩具/礼品,https://jobs.51job.com/beijing/139215256.html?s=sou_sou_soulb&t=0_0&req=5e1591cc3015bff6cb29ffb638f0cf4f,https://jobs.51job.com/all/coB2NTPgJhBD4PagdiVTg.html
销售经理,北京翼辉信息技术有限公司,1.5-2.5万,北京,无需经验,本科,民营,150-500人,计算机软件,https://jobs.51job.com/beijing/112251066.html?s=sou_sou_soulb&t=0_0&req=c6b0af062068564271b63bfb3c6b9279,https://jobs.51job.com/all/coVTAHa1U0DzFWOlY0VDk.html
中级操作系统开发工程师,北京翼辉信息技术有限公司,1.3-2.4万·14薪,北京,1年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/beijing/138071479.html?s=sou_sou_soulb&t=0_0&req=5343e145c770e2af662dbc6b37b13a38,https://jobs.51job.com/all/coVTAHa1U0DzFWOlY0VDk.html
保洁员,北京师范大学实验幼儿园,3.8-4.4千,北京·海淀区,无需经验,,事业单位,500-1000人,教育/培训/院校,https://jobs.51job.com/beijing/140201818.html?s=sou_sou_soulb&t=0_0&req=224da1856c80636aca36368890be9577,https://jobs.51job.com/all/coBmIBZAVmBz1RMARmUTw.html
招聘主管,北京翼辉信息技术有限公司,1.3-1.8万,北京,3-4年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/beijing/143188025.html?s=sou_sou_soulb&t=0_0&req=746540aba823e66d66833ac44f45c9be,https://jobs.51job.com/all/coVTAHa1U0DzFWOlY0VDk.html
喜临门东四环红星门店店员,北京巴宝莉家具有限公司,0.8-1万,北京,1年,大专,已上市,150-500人,家具/家电/玩具/礼品,https://jobs.51job.com/beijing/127497587.html?s=sou_sou_soulb&t=0_0&req=746540aba823e66d66833ac44f45c9be,https://jobs.51job.com/all/coVTBcMQdnVmtTPgdjVjI.html
厨师,北京二商肉类食品集团有限公司,5-6千,北京·通州区,1年,,国企,1000-5000人,快速消费品(食品、饮料、化妆品),https://jobs.51job.com/beijing/147668688.html?s=sou_sou_soulb&t=0_0&req=329dfb7a348090ae30f1729812927583,https://jobs.51job.com/all/coUTRTMlcwVGNVMQRiBmI.html
客票销售主管,北京乐途国际旅行社有限公司,7-9千,北京·朝阳区,3-4年,本科,民营,,酒店/旅游,https://jobs.51job.com/beijing/147649062.html?s=sou_sou_soulb&t=0_0&req=329dfb7a348090ae30f1729812927583,https://jobs.51job.com/all/coAWBSNAdmADwDblA2AGA.html
无经验底薪8000+销售顾问,北京我爱我家房地产经纪有限公司,1.5-2万,北京,无需经验,大专,已上市,10000人以上,中介服务,https://jobs.51job.com/beijing/147904387.html?s=sou_sou_soulb&t=0_0&req=329dfb7a348090ae30f1729812927583,https://jobs.51job.com/all/coUzYFYwJoUW0DZABlAmQ.html
澳洲留学顾问,北京澳莱国际商务服务有限公司,6千-1万,北京·朝阳区,无需经验,本科,民营,少于50人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/beijing/129017924.html?s=sou_sou_soulb&t=0_0&req=329dfb7a348090ae30f1729812927583,https://jobs.51job.com/all/coUzEGalY8BT0EZg1uAWM.html
普工,北京二商肉类食品集团有限公司,6千-1.2万,北京·通州区,无需经验,,国企,1000-5000人,快速消费品(食品、饮料、化妆品),https://jobs.51job.com/beijing/136822376.html?s=sou_sou_soulb&t=0_0&req=329dfb7a348090ae30f1729812927583,https://jobs.51job.com/all/coUTRTMlcwVGNVMQRiBmI.html
电学领域专利代理师,北京北翔知识产权代理有限公司,1-1.5万·13薪,北京·海淀区,无需经验,本科,民营,50-150人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/beijing/132985255.html?s=sou_sou_soulb&t=0_0&req=329dfb7a348090ae30f1729812927583,https://jobs.51job.com/all/coA2dWMFMwDjVSNANiVzI.html
物业会服经理,北京中湾智地物业管理有限公司,8千-1万,北京·昌平区,3-4年,本科,国企,1000-5000人,物业管理/商业中心,https://jobs.51job.com/beijing/148500188.html?s=sou_sou_soulb&t=0_0&req=329dfb7a348090ae30f1729812927583,https://jobs.51job.com/all/coA2xVMVI4Az8Gaw1t.html
市场经理（北京主营销售）(J10747),广东凯普生物科技股份有限公司,8千-1.5万,北京,5-7年,大专,已上市,1000-5000人,制药/生物工程,https://jobs.51job.com/beijing/145466139.html?s=sou_sou_soulb&t=0_0&req=4faa46f49441d7b49c0925c0fe0e1b48,https://jobs.51job.com/all/coB2NQNFEzDzgAYwVmBmc.html
数据分析专家-LE（北京/上海）,字节跳动,1.5-3万,北京,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/148536010.html?s=sou_sou_soulb&t=0_0&req=0bddb5cfcbc4ddadf2d62add92ae01f1,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
技术经理（植保）,北京傲锐科技有限公司,1-1.5万,北京·海淀区,3-4年,硕士,创业公司,50-150人,机械/设备/重工,https://jobs.51job.com/beijing/78716330.html?s=sou_sou_soulb&t=0_0&req=566f42e95716b24f6fa088d32ee2ad41,https://jobs.51job.com/all/coUjdTMFMxBjFWMgJlB2s.html
校医,北京中加学校,4.5-6千,北京·通州区,1年,中技/中专,事业单位,150-500人,教育/培训/院校,https://jobs.51job.com/beijing/82579979.html?s=sou_sou_soulb&t=0_0&req=f33f3d8f56f62009f38098cc44d74f44,https://jobs.51job.com/all/coBWBUN1U2AzhWMwxsBmY.html
销售工程师/业务员（北京）,深圳市大盛唐电子有限公司,7千-1万,北京·朝阳区,2年,大专,民营,少于50人,,https://jobs.51job.com/beijing/145919928.html?s=sou_sou_soulb&t=0_0&req=eadcc7dacb7ae55f40b4667b1b8a3664,https://jobs.51job.com/all/coUTYBYgBlU2oCZFc9UTQ.html
北京地区渠道销售,江苏瀚雅医疗科技有限公司,6千-1.2万,北京·西城区,2年,本科,民营,50-150人,医疗/护理/卫生,https://jobs.51job.com/beijing/144395937.html?s=sou_sou_soulb&t=0_0&req=eadcc7dacb7ae55f40b4667b1b8a3664,https://jobs.51job.com/all/coVDQAY1IxDjhWOgFjXT0.html
喜临门大红门集美门店店员,北京巴宝莉家具有限公司,8千-1.5万,北京·朝阳区,1年,中技/中专,已上市,150-500人,家具/家电/玩具/礼品,https://jobs.51job.com/beijing/136444476.html?s=sou_sou_soulb&t=0_0&req=55fb0504648fc40ce8357c2d04360439,https://jobs.51job.com/all/coVTBcMQdnVmtTPgdjVjI.html
高级系统软件专案工程师,北京兆芯电子科技有限公司,2-4万,北京·海淀区,5-7年,硕士,合资,150-500人,,https://jobs.51job.com/beijing/143155411.html?s=sou_sou_soulb&t=0_0&req=55fb0504648fc40ce8357c2d04360439,https://jobs.51job.com/all/coCG0BZgdlBDxSMgJlVDU.html
企划专员（北京）,江河创建集团股份有限公司,6千-1万,北京·顺义区,2年,本科,已上市,5000-10000人,医疗/护理/卫生,https://jobs.51job.com/beijing/148561779.html?s=sou_sou_soulb&t=0_0&req=2a5892111a49faee34b83a5e668ed21c,https://jobs.51job.com/all/coUjZcPVU2VmlUOFYxVTQ.html
门店店员+五险一金,北京巴宝莉家具有限公司,5.5-8.5千,北京·朝阳区,1年,高中,已上市,150-500人,家具/家电/玩具/礼品,https://jobs.51job.com/beijing/120874282.html?s=sou_sou_soulb&t=0_0&req=451823fdcd3e033bf1938de135e9d835,https://jobs.51job.com/all/coVTBcMQdnVmtTPgdjVjI.html
市场经理助理,北京今日国商贸易有限公司,6-8千,北京·丰台区,3-4年,大专,民营,50-150人,批发/零售,https://jobs.51job.com/beijing/148518224.html?s=sou_sou_soulb&t=0_0&req=451823fdcd3e033bf1938de135e9d835,https://jobs.51job.com/all/coBWUCY1Q0Aj4EYwNhVDk.html
统计工程师,北京爱诺斯科技有限公司,9千-1.4万,北京·海淀区,2年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/beijing/148500368.html?s=sou_sou_soulb&t=0_0&req=451823fdcd3e033bf1938de135e9d835,https://jobs.51job.com/all/coAmMFYFQ0ADwBYAdiUzY.html
朝阳文旅集团总部各部门专业员工,北京昆泰控股集团有限公司,1-2万·16薪,北京·朝阳区,3-4年,硕士,国企,1000-5000人,房地产,https://jobs.51job.com/beijing/148505244.html?s=sou_sou_soulb&t=0_0&req=4748f71e3827255d46731663ae604b0a,https://jobs.51job.com/all/coAmFVOANiADwPawxvBWQ.html
北京  仪器销售专员,香港电子器材有限公司上海代表处,6千-1.2万,北京·海淀区,2年,大专,外企代表处,50-150人,贸易/进出口,https://jobs.51job.com/beijing/133271240.html?s=sou_sou_soulb&t=0_0&req=2a5892111a49faee34b83a5e668ed21c,https://jobs.51job.com/all/coA2cBbFAwBj0PaQBmAmQ.html
Senior Project Manager-6326,瞬联软件科技（北京）有限公司 CIeNET Technologies,2.5-3.5万,北京·朝阳区,5-7年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/beijing/148326018.html?s=sou_sou_soulb&t=0_0&req=2a5892111a49faee34b83a5e668ed21c,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
幼儿园教师或保育员,北京师范大学实验幼儿园,5.3-7.4千,北京,无需经验,中技/中专,事业单位,500-1000人,教育/培训/院校,https://jobs.51job.com/beijing/147279870.html?s=sou_sou_soulb&t=0_0&req=b2f99b536459837a51639090e917878b,https://jobs.51job.com/all/coBmIBZAVmBz1RMARmUTw.html
展商服务部高级经理,北京中汽四方会展有限公司,7千-1.2万,北京·丰台区,2年,本科,国企,少于50人,中介服务,https://jobs.51job.com/beijing/145227802.html?s=sou_sou_soulb&t=0_0&req=b2f99b536459837a51639090e917878b,https://jobs.51job.com/all/coVjVQMF46BjxTNwNmUj8.html
OEM 销售经理,梵利特科技（北京）有限公司,1-2万,北京·朝阳区,5-7年,本科,外资（欧美）,少于50人,计算机软件,https://jobs.51job.com/shanghai/148528676.html?s=sou_sou_soulb&t=0_0&req=55fb0504648fc40ce8357c2d04360439,https://jobs.51job.com/all/coBmYBbV85UmxUOQdtUj8.html
北京（高级）医药代表,第一三共制药（北京）有限公司,6千-1.2万,北京,3-4年,大专,外资（非欧美）,150-500人,制药/生物工程,https://jobs.51job.com/beijing/148493331.html?s=sou_sou_soulb&t=0_0&req=a13245565f2108c614bd10207a043956,https://jobs.51job.com/all/coUjBUMABhBDNWNQVlVDM.html
销售代表- 运动工程项目（北京）,洁福地板（中国）有限公司,1.1-1.3万·16薪,北京,3-4年,本科,外资（欧美）,150-500人,,https://jobs.51job.com/beijing/147827523.html?s=sou_sou_soulb&t=0_0&req=a13245565f2108c614bd10207a043956,https://jobs.51job.com/all/coCGxRMFc1BDsObFE0BWQ.html
业务员,北京天隅互联科技有限公司,5千-1万,北京·朝阳区,无需经验,,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/146385189.html?s=sou_sou_soulb&t=0_0&req=746540aba823e66d66833ac44f45c9be,https://jobs.51job.com/all/coUjNVMlQ_AD4PawdtUTQ.html
人事助理 - 短期,北京德威英国国际学校,6-8千,北京·顺义区,5-7年,大专,民营,50-150人,教育/培训/院校,https://jobs.51job.com/beijing/148318935.html?s=sou_sou_soulb&t=0_0&req=f7a634ecc55c3c5abb524f51cf61c4f8,https://jobs.51job.com/all/coVjZcPVUzAT5TPwxtB2c.html
BD Manager-350,瞬联软件科技（北京）有限公司 CIeNET Technologies,1.5-3万,北京·朝阳区,3-4年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/beijing/146711003.html?s=sou_sou_soulb&t=0_0&req=49361a7e91647152cfddeff84d1d9636,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
工薪律师,北京伊兰律师事务所,1-1.5万,北京·大兴区,2年,本科,民营,少于50人,法律,https://jobs.51job.com/beijing/110612250.html?s=sou_sou_soulb&t=0_0&req=275cdcb598de3d103325fdf7006cf4b1,https://jobs.51job.com/all/coVjQCb1Q2VWlWNlc1VDY.html
嵌入式软件工程师,北京星云互联科技有限公司,1.1-1.8万,北京·海淀区,2年,本科,民营,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/147887679.html?s=sou_sou_soulb&t=0_0&req=224da1856c80636aca36368890be9577,https://jobs.51job.com/all/coBGdWNgBjUWgGa1AyUTI.html
黛珂品牌美容顾问（北京skp大屯店）,高丝化妆品销售（中国）有限公司,8千-1万,北京·朝阳区,1年,中技/中专,外资（非欧美）,500-1000人,,https://jobs.51job.com/beijing/139273804.html?s=sou_sou_soulb&t=0_0&req=2a5892111a49faee34b83a5e668ed21c,https://jobs.51job.com/all/coVTJXMARnBDhWOwZnAGQ.html
数字化工业 称重产品经理 北京/济南/天津,西门子（中国）有限公司 - 工业业务领域,1.5-2万,北京,5-7年,本科,,,,https://jobs.51job.com/beijing/148497876.html?s=sou_sou_soulb&t=0_0&req=2a5892111a49faee34b83a5e668ed21c,https://jobs.51job.com/all/coUTVXOl41ATYEZgxtXT8.html
往来会计,中星联华科技（北京）有限公司,8千-1万,北京·大兴区,3-4年,本科,民营,少于50人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/142671427.html?s=sou_sou_soulb&t=0_0&req=55fb0504648fc40ce8357c2d04360439,https://jobs.51job.com/all/coVDQGY1A2ATwAZwdlAGc.html
喜临门大钟寺蓝景丽家门店店员,北京巴宝莉家具有限公司,6千-1万,北京·海淀区,1年,高中,已上市,150-500人,家具/家电/玩具/礼品,https://jobs.51job.com/beijing/127877878.html?s=sou_sou_soulb&t=0_0&req=55fb0504648fc40ce8357c2d04360439,https://jobs.51job.com/all/coVTBcMQdnVmtTPgdjVjI.html
内勤,北京天隅互联科技有限公司,4-5千,北京·朝阳区,1年,中技/中专,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/148309850.html?s=sou_sou_soulb&t=0_0&req=5e1591cc3015bff6cb29ffb638f0cf4f,https://jobs.51job.com/all/coUjNVMlQ_AD4PawdtUTQ.html
京西大悦城店 鳄鱼LACOSTE  店员/资深店员,Lacoste China梦田服装（上海）有限公司,5千-1万,北京·石景山区,3-4年,中技/中专,外资（欧美）,500-1000人,批发/零售,http://lacoste.51job.com/jobDetails.html#147616517,http://lacoste.51job.com/
驻场工程师,北京恒远华信息技术有限公司,1.5-2.5万,北京·海淀区,2年,大专,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/beijing/137715378.html?s=sou_sou_soulb&t=0_0&req=5447b0b85925f6a17490b76a01e20149,https://jobs.51job.com/all/coBWEFY1E1AD4GZQJmAGQ.html
Java高级开发工程师,北京菱镜大数据研究院,1.8-2.3万·13薪,北京·朝阳区,3-4年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/beijing/147429439.html?s=sou_sou_soulb&t=0_0&req=bd47216f80a5bcf9bee2662d88fb8407,https://jobs.51job.com/all/coAmNUN1IyVmgCbwNmAGU.html
小学美术教师,北京中加学校,7千-1.4万,北京·通州区,2年,本科,事业单位,150-500人,教育/培训/院校,https://jobs.51job.com/beijing/134919936.html?s=sou_sou_soulb&t=0_0&req=bd47216f80a5bcf9bee2662d88fb8407,https://jobs.51job.com/all/coBWBUN1U2AzhWMwxsBmY.html
平面设计总监,北京岱博企业策划有限公司,8千-1.2万,北京,2年,大专,民营,50-150人,互联网/电子商务,https://jobs.51job.com/beijing/105806438.html?s=sou_sou_soulb&t=0_0&req=3c90df4090793d580c645fb39c3d5c1d,https://jobs.51job.com/all/coCW0CYlU-Bz5RMQNiUj4.html
金融科技-高级客户经理-北京,科大讯飞股份有限公司,1.5-3万·14薪,北京·西城区,5-7年,本科,已上市,1000-5000人,计算机软件,https://jobs.51job.com/beijing/148531061.html?s=sou_sou_soulb&t=0_0&req=17d9a344479404aa41597187824e4d14,https://jobs.51job.com/all/coAmdWM1M1Vm8PawBg.html
技术工程师,北京竑芯科技有限公司,6千-1万,北京,无需经验,本科,民营,少于50人,电气/电力/水利,https://jobs.51job.com/zhangjiakou/148564497.html?s=sou_sou_soulb&t=0_0&req=981a192f996537de361db56e945a911c,https://jobs.51job.com/all/coVjcBbVU0Bj5WOlM0VTc.html
护士,北京润垚中恒科技有限公司,6千-1万,北京,1年,中技/中专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/147415344.html?s=sou_sou_soulb&t=0_0&req=cbacbf5a3be98fb515ad6064de0cbc6e,https://jobs.51job.com/all/coUjNUN1U0UmkAbAdmAmI.html
改造销售代表（北京）,蒂升电梯（中国）有限公司,7-9千,北京,无需经验,,外资（欧美）,10000人以上,机械/设备/重工,https://jobs.51job.com/beijing/147421674.html?s=sou_sou_soulb&t=0_0&req=4b386ae24e4744474aaff2c72108e99b,https://jobs.51job.com/all/coAWIFaF84Aj5WNQRiVjQ.html
课程顾问-北京,EF 英孚教育,2.5-4万,北京·朝阳区,3-4年,大专,外资（欧美）,10000人以上,教育/培训/院校,https://jobs.51job.com/beijing/148530734.html?s=sou_sou_soulb&t=0_0&req=4b386ae24e4744474aaff2c72108e99b,https://jobs.51job.com/all/coVDQFYF4_Bj1RNQRnUTY.html
迪桑特销售顾问（北京汉光百货店）,迪桑特（中国）有限公司,9千-1.5万,北京·西城区,1年,高中,外资（欧美）,10000人以上,批发/零售,https://jobs.51job.com/beijing/148548652.html?s=sou_sou_soulb&t=0_0&req=4b386ae24e4744474aaff2c72108e99b,https://jobs.51job.com/all/coCGsAYwNgBjkCZAFnVTM.html
网络驱动研发工程师（北京）,无锡沐创集成电路设计有限公司,2-4万·13薪,北京·海淀区,5-7年,本科,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/147954904.html?s=sou_sou_soulb&t=0_0&req=4b386ae24e4744474aaff2c72108e99b,https://jobs.51job.com/all/coUTJSP1EyBz0DY1MwAWY.html
业务主管（经销商管理-北京）,上海曼伦商贸有限公司,1.5-1.8万·16薪,北京·石景山区,2年,大专,合资,1000-5000人,快速消费品(食品、饮料、化妆品),https://jobs.51job.com/beijing/147515153.html?s=sou_sou_soulb&t=0_0&req=4b386ae24e4744474aaff2c72108e99b,https://jobs.51job.com/all/coA21XN1MxU2VTMQBn.html
科尔康-销售经理（北京/西安/郑州）,英国豪迈国际有限公司上海代表处,1-2万·13薪,北京,3-4年,本科,外企代表处,5000-10000人,仪器仪表/工业自动化,https://jobs.51job.com/beijing/148534040.html?s=sou_sou_soulb&t=0_0&req=4b386ae24e4744474aaff2c72108e99b,https://jobs.51job.com/all/coBGcGYAdkVm0BZAFmVDY.html
迪桑特店员（北京赛特奥莱店）,迪桑特（中国）有限公司,7千-1.2万,北京·朝阳区,1年,大专,外资（欧美）,10000人以上,批发/零售,https://jobs.51job.com/beijing/142112662.html?s=sou_sou_soulb&t=0_0&req=4b386ae24e4744474aaff2c72108e99b,https://jobs.51job.com/all/coCGsAYwNgBjkCZAFnVTM.html
维修电工,北京格林物业管理有限公司,5.1-6千,北京·海淀区,2年,,合资,150-500人,物业管理/商业中心,https://jobs.51job.com/beijing/133485780.html?s=sou_sou_soulb&t=0_0&req=476a310f18999e42a7d8bbfdf0bc27e7,https://jobs.51job.com/all/coAWVVN1AyAD0BbFE2Uj8.html
北京 光学销售及服务工程师,香港电子器材有限公司上海代表处,7千-1.2万,北京·海淀区,2年,本科,外企代表处,50-150人,贸易/进出口,https://jobs.51job.com/beijing/133269554.html?s=sou_sou_soulb&t=0_0&req=2a5892111a49faee34b83a5e668ed21c,https://jobs.51job.com/all/coA2cBbFAwBj0PaQBmAmQ.html
采购文员,北京携成信息咨询有限公司,6千-1万,北京·海淀区,2年,本科,民营,少于50人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/141913906.html?s=sou_sou_soulb&t=0_0&req=b2f99b536459837a51639090e917878b,https://jobs.51job.com/all/coVjYFZgdnADdWMlQ0VDQ.html
北京分销经理,上海飞科电器股份有限公司,1-1.5万,北京·昌平区,3-4年,大专,已上市,1000-5000人,,https://jobs.51job.com/beijing/148476300.html?s=sou_sou_soulb&t=0_0&req=632c3406622eaec4024ccc383112f76d,https://jobs.51job.com/all/coBWEGYFUxBDICYwFlUDw.html
通信技术工程师,北京顺世宏信科技有限公司,8千-1.2万·13薪,北京·西城区,3-4年,大专,民营,50-150人,通信/电信运营、增值服务,https://jobs.51job.com/beijing/145935096.html?s=sou_sou_soulb&t=0_0&req=55fb0504648fc40ce8357c2d04360439,https://jobs.51job.com/all/coA2YAbFM2Bz5VMVAzAWI.html
KOL媒介专员,北京卯申商贸有限公司,7千-1.2万,北京·昌平区,1年,大专,民营,,贸易/进出口,https://jobs.51job.com/beijing/147871284.html?s=sou_sou_soulb&t=0_0&req=2736d723de42992b641bf73588f69d76,https://jobs.51job.com/all/coA2JRM1U0BTxTNlE0Amc.html
