,职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
548,Client Insights & Communications Manager,路易威登（中国）商业销售有限公司,3000.0,上海,5-7年,本科,外资（欧美）,1000-5000人,批发/零售,https://jobs.51job.com/shanghai/145219627.html?s=sou_sou_soulb&t=0_0&req=e160826d3a8ec52a7c0be905e2c0ef23,https://jobs.51job.com/all/coUjUCYAViU2kAYVMyUzY.html
549,网络平台研发工程师,字节跳动,12000.0,北京,2年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/99055924.html?s=sou_sou_soulb&t=0_0&req=f995c55ed90b559132acd36fe93d12c4,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
550,系统运维经理(J10032),三星财产保险（中国）有限公司,11750.0,上海·闵行区,3-4年,本科,外资（非欧美）,150-500人,,https://jobs.51job.com/shanghai/144444693.html?s=sou_sou_soulb&t=0_0&req=0e873838777a639c32e5cc5134d0af33,https://jobs.51job.com/all/coBGNdPlEzATcHYQdlXDk.html
551,AI算法应用工程师15-19级正编,华为技术有限公司,4500.0,深圳·福田区,5-7年,本科,民营,10000人以上,通信/电信/网络设备,https://jobs.51job.com/dongguan/145933084.html?s=sou_sou_soulb&t=0_0&req=67b9a0995cee88198b40ba87aed83c67,https://jobs.51job.com/all/coA2RXNgBnATgPaQJn.html
552,项目质量工程师-Project Quality Engineer,广州奥托立夫汽车安全系统有限公司,15000.0,广州·黄埔区,5-7年,本科,外资（欧美）,500-1000人,汽车零配件,https://jobs.51job.com/guangzhou/143704393.html?s=sou_sou_soulb&t=0_0&req=ac9f8dac71fe4883fa7ffb9595351124,https://jobs.51job.com/all/coB2NUMF87BjoHZAZsUTA.html
553,数据仓库高级工程师/开发工程师,字节跳动,12000.0,北京,无需经验,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/136510434.html?s=sou_sou_soulb&t=0_0&req=e5f11c804a79ccf09ea3659214fc556e,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
554,Local Sales Manager,深圳市几米物联有限公司,10750.0,深圳·南山区,3-4年,本科,民营,500-1000人,计算机软件,https://jobs.51job.com/shenzhen/146122279.html?s=sou_sou_soulb&t=0_0&req=fdecdf207cf977b251e521ef83b19393,https://jobs.51job.com/all/coUjcGZlc3DzUDbgNiUjY.html
555,高级数值策划（休闲游戏）,上海狂热网络科技有限公司,11500.0,上海·浦东新区,5-7年,本科,民营,50-150人,网络游戏,https://jobs.51job.com/shanghai/147985181.html?s=sou_sou_soulb&t=0_0&req=116fe9533e4c3b98c251bb83105e16d8,https://jobs.51job.com/all/coVjMHY1EwBzEHZwFmVzQ.html
556,宿舍管理员（国际学校）,广州科学城爱莎外籍人员子女学校有限公司,7000.0,广州·黄埔区,2年,本科,外资（非欧美）,150-500人,,https://jobs.51job.com/guangzhou/147062553.html?s=sou_sou_soulb&t=0_0&req=5966e1db6b4ad8635ef1a3db2d312a6f,https://jobs.51job.com/all/coA2IAZwRlDzkDZ1QxVjM.html
557,后台研发工程师-国际直播架构,字节跳动,5500.0,北京,无需经验,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/140675140.html?s=sou_sou_soulb&t=0_0&req=d7c57a9cd60326b75adc84f9f3854a74,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
558,网络安全开发工程师,牙木科技股份有限公司,11750.0,上海,2年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/125183263.html?s=sou_sou_soulb&t=0_0&req=f029b32ab4d4e6be64a7ed4aaa20f96d,https://jobs.51job.com/all/coUjYHYlc2U2hUNAFqUDI.html
559,Web前端开发工程师,上海大智慧股份有限公司,17500.0,上海·浦东新区,3-4年,本科,已上市,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/136004235.html?s=sou_sou_soulb&t=0_0&req=69cb073d4fbfc0c8d4fdd8bcfdd232e3,https://jobs.51job.com/all/coB2BWNl4_ADxUNgVjUjI.html
560,SPQD Engineer,上海阿尔斯通交通电气有限公司,15000.0,上海·闵行区,3-4年,本科,合资,150-500人,,https://jobs.51job.com/shanghai/143855255.html?s=sou_sou_soulb&t=0_0&req=7bd1867cbea2e780dc6e0240154a0588,https://jobs.51job.com/all/coBWBVNwBmAT1TM1MxVTk.html
561,Product Manager,卓生照明有限公司,25000.0,深圳·福田区,5-7年,本科,外资（非欧美）,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/shenzhen/148006261.html?s=sou_sou_soulb&t=0_0&req=2d330bfaba75be484cf509cb68f51dc6,https://jobs.51job.com/all/coVTRUNQdlBjgOa1M2AGI.html
562,Quality Control Inspector 质量检验员,德南纺织科技（上海）有限公司,7000.0,上海·普陀区,3-4年,大专,外资（欧美）,150-500人,贸易/进出口,https://jobs.51job.com/jiangmen/137481157.html?s=sou_sou_soulb&t=0_0&req=75a812689c3ded2bd381945aca09052d,https://jobs.51job.com/all/coA2cBZwVvDjVTMAdiB2c.html
563,CAAS工程师（容器即服务）,印孚瑟斯技术（中国）有限公司,10500.0,北京,5-7年,大专,外资（非欧美）,1000-5000人,计算机软件,https://jobs.51job.com/beijing/146742025.html?s=sou_sou_soulb&t=0_0&req=0c5bf2d45caf164e592ed64747b4f089,https://jobs.51job.com/all/coAGRVM1A1Bj1UMwVhBmA.html
564,高级网络研发工程师,字节跳动,12000.0,北京,2年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/100131053.html?s=sou_sou_soulb&t=0_0&req=1fc4718dfe31c425af7439244f435f3e,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
565,高级java开发（密码服务）,格尔软件股份有限公司,11500.0,上海·静安区,5-7年,本科,已上市,500-1000人,互联网/电子商务,https://jobs.51job.com/shanghai/144002387.html?s=sou_sou_soulb&t=0_0&req=dd766ba38f1fae299871b179f2ce3382,https://jobs.51job.com/all/coCG9QNgdtATcFYFcx.html
566,Java后台开发工程师,上海大智慧财汇数据科技有限公司,9000.0,上海·浦东新区,3-4年,本科,已上市,500-1000人,金融/投资/证券,https://jobs.51job.com/shanghai/127352186.html?s=sou_sou_soulb&t=0_0&req=c1feef190131cb2bffefb509593af9ec,https://jobs.51job.com/all/coAWVRMwNhVG9WO1c3AWw.html
567,中级系统运维工程师,广州紫麦科技有限公司,14000.0,广州·黄埔区,3-4年,本科,民营,150-500人,互联网/电子商务,https://jobs.51job.com/guangzhou/145573295.html?s=sou_sou_soulb&t=0_0&req=52224e999cf3ca8496c9482cc16cff90,https://jobs.51job.com/all/coAWRVMAJoVWlSPlY2AGE.html
568,元宇宙产品研发工程师,广东大音音像出版社,17500.0,广州·荔湾区,3-4年,本科,国企,少于50人,影视/媒体/艺术/文化传播,https://jobs.51job.com/guangzhou/148130292.html?s=sou_sou_soulb&t=0_0&req=41e1350b29da06a93257762459375938,https://jobs.51job.com/all/coVTEGZgVjADhSP1MzVjE.html
569,安卓开发工程师-L2584B,奇虎360科技有限公司,11500.0,成都·温江区,3-4年,本科,已上市,5000-10000人,互联网/电子商务,https://jobs.51job.com/chengdu/147605841.html?s=sou_sou_soulb&t=0_0&req=2eec3c2ea7ee45cf1101d86bf6a9f1b4,https://jobs.51job.com/all/coUjwBZVI1VWMDblA1.html
570,汽车法规研究员,广州泰测车辆技术服务有限公司,11000.0,广州,1年,本科,民营,少于50人,,https://jobs.51job.com/guangzhou/127290233.html?s=sou_sou_soulb&t=0_0&req=2ec112d07ed808f36fd7ebe676f96d39,https://jobs.51job.com/all/coBGZWMFUzDjFUNlA7VTg.html
571,资深测试开发专家（云原生）-火山引擎,字节跳动,4500.0,上海,5-7年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shanghai/139576368.html?s=sou_sou_soulb&t=0_0&req=44211e37a4f294d748f1c6a92fca11c1,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
572,Go开发工程师,燕梭金融信息科技（上海）有限公司,14000.0,上海·浦东新区,3-4年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/146892164.html?s=sou_sou_soulb&t=0_0&req=381a1933faafd23b76cdce00296c9a3b,https://jobs.51job.com/all/coAWYGZ1A2ATYAZQBk.html
573,游戏数值策划（休闲品类）,上海狂热网络科技有限公司,8750.0,上海·浦东新区,3-4年,本科,民营,50-150人,网络游戏,https://jobs.51job.com/shanghai/147985108.html?s=sou_sou_soulb&t=0_0&req=5aae3c06ccf02d8e4ef66033941696f0,https://jobs.51job.com/all/coVjMHY1EwBzEHZwFmVzQ.html
574,Senior MES Consultant-SAP System ID132064,马勒投资（中国）有限公司,9000.0,上海,3-4年,本科,外资（欧美）,500-1000人,机械/设备/重工,http://mahle.51job.com/jobdetail.html?jobid=145190722,http://mahle.51job.com
575,服务端(高级)研发工程师 - 数据存储,字节跳动,12500.0,上海,无需经验,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shanghai/126748110.html?s=sou_sou_soulb&t=0_0&req=3a6eabbc535ee458d9fd49a1398295bd,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
576,运维研发工程师-企业应用,字节跳动,3000.0,北京,5-7年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/118670294.html?s=sou_sou_soulb&t=0_0&req=09360134dec3576b0c30ec38a7fe7dfc,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
577,Java工程师,优普道信息科技（广东）集团有限公司,9000.0,广州·海珠区,无需经验,本科,民营,,计算机软件,https://jobs.51job.com/shenzhen/138903566.html?s=sou_sou_soulb&t=0_0&req=5cbd948ef6a49a51aa3f7523b959705a,https://jobs.51job.com/all/coBGQGawJjUWpUOQNkVzA.html
578,golang(底层中间件经验),深圳建广数字科技有限公司青岛分公司,2250.0,深圳,5-7年,大专,民营,1000-5000人,互联网/电子商务,https://jobs.51job.com/shenzhen/147732395.html?s=sou_sou_soulb&t=0_0&req=9c2b4e0f17c4fb957e7396a02b5db4d0,https://jobs.51job.com/all/coAWBUNVAwUW8BbFQ2UjU.html
579,资深后端开发工程师-LBA People Talent,字节跳动,10500.0,成都,5-7年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/chengdu/147162839.html?s=sou_sou_soulb&t=0_0&req=a79f527bc599788a4b3d64da752932ec,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
580,运维工程师,三星财产保险（中国）有限公司,11750.0,上海·闵行区,3-4年,本科,外资（非欧美）,150-500人,,https://jobs.51job.com/shanghai/145204152.html?s=sou_sou_soulb&t=0_0&req=df2244d260d8f8ad6275f0a977e02b1c,https://jobs.51job.com/all/coBGNdPlEzATcHYQdlXDk.html
581,资深后端研发工程师-抖音电商C端,字节跳动,4000.0,上海,无需经验,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shanghai/137737368.html?s=sou_sou_soulb&t=0_0&req=fdecdf207cf977b251e521ef83b19393,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
582,数据平台软件开发工程师,深圳市速腾聚创科技有限公司,3500.0,深圳·南山区,5-7年,本科,民营,500-1000人,仪器仪表/工业自动化,https://jobs.51job.com/shenzhen/144286840.html?s=sou_sou_soulb&t=0_0&req=dd766ba38f1fae299871b179f2ce3382,https://jobs.51job.com/all/coUzYAYwBrBDJVMlM3VzM.html
583,战略业务发展经理,希马（上海）工业自动化有限公司,17500.0,上海·浦东新区,5-7年,本科,外资（欧美）,50-150人,仪器仪表/工业自动化,https://jobs.51job.com/shanghai/145837411.html?s=sou_sou_soulb&t=0_0&req=322bc510ddeb2e49d1531895504a6a7b,https://jobs.51job.com/all/coAmBQNABkVmgAZAZmXDo.html
584,Account Manager / Project Manager,贺加斯（上海）影像设计制作有限公司,15000.0,上海,3-4年,本科,外资（欧美）,1000-5000人,影视/媒体/艺术/文化传播,https://jobs.51job.com/shanghai/139942940.html?s=sou_sou_soulb&t=0_0&req=12e5d0fcad04af2a8e9b351099a9a79e,https://jobs.51job.com/all/coCG0GYFc0VmEFYQZhUzI.html
585,后台开发工程师（云网络方向）,广州市品高软件股份有限公司,17500.0,广州·天河区,3-4年,本科,已上市,500-1000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/139300829.html?s=sou_sou_soulb&t=0_0&req=dc4e5a24bac89f70c789cb71bd12bb0f,https://jobs.51job.com/all/coUTVTMVUzVG0PbFMy.html
586,Golang开发工程师,深圳用图科技有限公司,10250.0,深圳·南山区,3-4年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/142173082.html?s=sou_sou_soulb&t=0_0&req=5a9f563ca3e7a6e433ca50e9db6f837c,https://jobs.51job.com/all/coCWgHYANoBjoOagZsAGE.html
587,统计主管(J10173),科济生物医药（上海）有限公司,3000.0,上海·徐汇区,3-4年,硕士,合资,150-500人,制药/生物工程,https://jobs.51job.com/shanghai/147866677.html?s=sou_sou_soulb&t=0_0&req=ee3a354c33839f9eefa52b87bd8cfca2,https://jobs.51job.com/all/coAWRSMFA2AzQDZAxuBmQ.html
588,中高级测试工程师,北京海量数据技术股份有限公司,10500.0,广州,5-7年,本科,已上市,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/146920592.html?s=sou_sou_soulb&t=0_0&req=e160826d3a8ec52a7c0be905e2c0ef23,https://jobs.51job.com/all/coAWRWNlcyAD4OagZsUzU.html
589,PTP Processing Clerk ID135411,百加得（上海）有限公司,11500.0,上海,1年,,外资（欧美）,150-500人,,https://jobs.51job.com/shanghai/146555041.html?s=sou_sou_soulb&t=0_0&req=f995c55ed90b559132acd36fe93d12c4,https://jobs.51job.com/all/coVTBSP1Q1BjBTPwZi.html
590,运维工程师-电信天翼（YP）,广东邮电人才服务有限公司,10700.0,广州·海珠区,3-4年,本科,国企,150-500人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/guangzhou/147536359.html?s=sou_sou_soulb&t=0_0&req=0e873838777a639c32e5cc5134d0af33,https://jobs.51job.com/all/coUTQGZVY2BT9WMAdj.html
591,Python/运维开发-新能源,深圳市同和信息技术有限公司,16000.0,上海·长宁区,3-4年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/147977091.html?s=sou_sou_soulb&t=0_0&req=0bce60c1fe8e559ec0b8d5bbf9d738ee,https://jobs.51job.com/all/coVjMFYF89ADtRPFc3BWQ.html
592,服务端研发工程师 - 云平台,字节跳动,3750.0,上海,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shanghai/140546156.html?s=sou_sou_soulb&t=0_0&req=67b9a0995cee88198b40ba87aed83c67,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
593,系统开发工程师(双休 五险一金）,花安堂生物科技集团有限公司,9500.0,广州·番禺区,3-4年,大专,民营,150-500人,快速消费品(食品、饮料、化妆品),https://jobs.51job.com/guangzhou/148422925.html?s=sou_sou_soulb&t=0_0&req=ac9f8dac71fe4883fa7ffb9595351124,https://jobs.51job.com/all/coVjJRPAJgDjhSN1E0AWQ.html
594,数据库云原生管控面工程师/架构师,字节跳动,3750.0,深圳,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shenzhen/138918412.html?s=sou_sou_soulb&t=0_0&req=e5f11c804a79ccf09ea3659214fc556e,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
595,Technical Project Engineer,优锐山矿产资源（北京）有限公司,11500.0,北京·朝阳区,5-7年,本科,民营,10000人以上,专业服务(咨询、人力资源、财会),https://jobs.51job.com/langfang/148078760.html?s=sou_sou_soulb&t=0_0&req=116fe9533e4c3b98c251bb83105e16d8,https://jobs.51job.com/all/coAGMCYVQ1DjQObVQ1AmE.html
596,Golang开发工程师,上海禾苗通信技术有限公司,11500.0,上海·浦东新区,3-4年,本科,已上市,1000-5000人,,https://jobs.51job.com/shanghai/146581546.html?s=sou_sou_soulb&t=0_0&req=5966e1db6b4ad8635ef1a3db2d312a6f,https://jobs.51job.com/all/coCW0BZlI4DjQAYlEyUDw.html
597,运维开发工程师,加绩（上海）科技服务有限公司,18000.0,上海·嘉定区,5-7年,大专,已上市,150-500人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shanghai/143870134.html?s=sou_sou_soulb&t=0_0&req=d7c57a9cd60326b75adc84f9f3854a74,https://jobs.51job.com/all/coBGQAYFQyATtTNFY8Am4.html
598,服务端研发工程师 - 云平台,字节跳动,3750.0,深圳,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shenzhen/140435865.html?s=sou_sou_soulb&t=0_0&req=3a6eabbc535ee458d9fd49a1398295bd,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
599,后端开发工程师-AIOps方向,字节跳动,3500.0,北京,无需经验,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/119401489.html?s=sou_sou_soulb&t=0_0&req=69cb073d4fbfc0c8d4fdd8bcfdd232e3,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
600,后端技术负责人-抖音支付,字节跳动,11500.0,深圳,8-9年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shenzhen/139179584.html?s=sou_sou_soulb&t=0_0&req=7bd1867cbea2e780dc6e0240154a0588,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
601,安全与密码学研究员,上海航芯电子科技股份有限公司,12000.0,上海·闵行区,3-4年,硕士,民营,50-150人,,https://jobs.51job.com/shanghai/124561045.html?s=sou_sou_soulb&t=0_0&req=75a812689c3ded2bd381945aca09052d,https://jobs.51job.com/all/coBmJdOwdlAD5UMVE7Bmc.html
602,网络信息安全工程师,北京中科航天人才服务有限公司,9000.0,北京·海淀区,无需经验,本科,国企,10000人以上,专业服务(咨询、人力资源、财会),https://jobs.51job.com/beijing/148401902.html?s=sou_sou_soulb&t=0_0&req=0c5bf2d45caf164e592ed64747b4f089,https://jobs.51job.com/all/coA2BQN1M0AzoAYARiAmU.html
603,"Portfolio Management Lead, AP",国际香料（中国）有限公司,3000.0,上海,10年以上,本科,外资（欧美）,10000人以上,,https://jobs.51job.com/shanghai/145056397.html?s=sou_sou_soulb&t=0_0&req=3efc533b3ea7564b9e285a7f2666cec1,https://jobs.51job.com/all/coCGhRPVI2AD4AZQNgUzE.html
604,交付运维工程师-云网络-火山引擎,字节跳动,11750.0,深圳,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shenzhen/142175881.html?s=sou_sou_soulb&t=0_0&req=52224e999cf3ca8496c9482cc16cff90,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
605,ETL开发工程师,上海速林网络科技有限公司,16000.0,上海·长宁区,2年,大专,民营,少于50人,,https://jobs.51job.com/shanghai/139566959.html?s=sou_sou_soulb&t=0_0&req=f029b32ab4d4e6be64a7ed4aaa20f96d,https://jobs.51job.com/all/coVTcGZ1A7VmlVNVc8B2A.html
606,Technical Project Engineer,优锐山矿产资源（北京）有限公司,11500.0,北京·朝阳区,5-7年,本科,民营,10000人以上,专业服务(咨询、人力资源、财会),https://jobs.51job.com/baoding/148078757.html?s=sou_sou_soulb&t=0_0&req=2d330bfaba75be484cf509cb68f51dc6,https://jobs.51job.com/all/coAGMCYVQ1DjQObVQ1AmE.html
607,大数据技术支持工程师（外包）,字节跳动,7100.0,北京,2年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/147929510.html?s=sou_sou_soulb&t=0_0&req=ac03b0dfaf8a135c57f23b8e9b6ef68f,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
608,Product Manager - AE_DCCS,上海博世力士乐液压及自动化有限公司,11500.0,上海,5-7年,本科,外资（欧美）,10000人以上,,http://boschchina.51job.com/jobdetail.html?jobid=145785849,http://boschchina.51job.com/
609,SAP FICO Consultant,维硕奥（上海）技术咨询有限公司,5800.0,上海,5-7年,本科,外资（欧美）,少于50人,,https://jobs.51job.com/shanghai/142007933.html?s=sou_sou_soulb&t=0_0&req=fdecdf207cf977b251e521ef83b19393,https://jobs.51job.com/all/coUzIFYwJgBDwAZwBhBmI.html
610,SRE运维研发工程师,字节跳动,3300.0,深圳,无需经验,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shenzhen/132649800.html?s=sou_sou_soulb&t=0_0&req=df2244d260d8f8ad6275f0a977e02b1c,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
611,SAP实施工程师,AKKA技术（北京）有限公司,4500.0,上海·浦东新区,8-9年,本科,外资（欧美）,150-500人,,https://jobs.51job.com/shanghai/145933978.html?s=sou_sou_soulb&t=0_0&req=09360134dec3576b0c30ec38a7fe7dfc,https://jobs.51job.com/all/coB2RdMAJgBDlSNlE7UzU.html
612,云原生运维工程师 (MJ000997),深圳市新国都支付技术有限公司制造分公司,3250.0,深圳·南山区,2年,本科,民营,,,https://jobs.51job.com/shenzhen/147024964.html?s=sou_sou_soulb&t=0_0&req=2ec112d07ed808f36fd7ebe676f96d39,https://jobs.51job.com/all/coBWQFY1E1VWpVMQFgAmM.html
613,Sr. EAP Developer,"Alpha & Omega Semiconductor Co., Ltd",10150.0,上海,3-4年,本科,外资（欧美）,1000-5000人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/147110661.html?s=sou_sou_soulb&t=0_0&req=2eec3c2ea7ee45cf1101d86bf6a9f1b4,https://jobs.51job.com/all/coCGhUMgVvBjoHZQRi.html
614,QT开发工程师,北京北清视通信息技术有限公司,15000.0,北京·昌平区,1年,大专,民营,50-150人,计算机硬件,https://jobs.51job.com/beijing/142079286.html?s=sou_sou_soulb&t=0_0&req=44211e37a4f294d748f1c6a92fca11c1,https://jobs.51job.com/all/coA2RTM1U1AjxUMlM2VTM.html
615,资深后端开发工程师-LBA People Talent,字节跳动,10500.0,成都,5-7年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/chengdu/147158659.html?s=sou_sou_soulb&t=0_0&req=a79f527bc599788a4b3d64da752932ec,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
616,后端开发工程师,深圳市齐奥通信技术有限公司,8750.0,深圳·宝安区,5-7年,本科,民营,150-500人,家具/家电/玩具/礼品,https://jobs.51job.com/shenzhen/148411824.html?s=sou_sou_soulb&t=0_0&req=9c2b4e0f17c4fb957e7396a02b5db4d0,https://jobs.51job.com/all/coUzYAYFIzVWoCYVA6XTk.html
617,后端开发工程师 - 电商数据产品方向,字节跳动,3750.0,北京,2年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/125050196.html?s=sou_sou_soulb&t=0_0&req=dd766ba38f1fae299871b179f2ce3382,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
618,高级运维工程师(职位编号：LZHR195),朗致集团有限公司,12500.0,北京,3-4年,本科,民营,10000人以上,多元化业务集团公司,https://jobs.51job.com/beijing/127532405.html?s=sou_sou_soulb&t=0_0&req=322bc510ddeb2e49d1531895504a6a7b,https://jobs.51job.com/all/coUzcGZQdlDzkBYgZgVjc.html
619,Murex MxML Developer,利优科技资讯服务（深圳）有限公司,4500.0,北京,5-7年,本科,外资（欧美）,10000人以上,多元化业务集团公司,https://jobs.51job.com/shanghai/147649107.html?s=sou_sou_soulb&t=0_0&req=5cbd948ef6a49a51aa3f7523b959705a,https://jobs.51job.com/all/coVDRWM1EzAj8GYFA7BmU.html
620,数据库内核开发工程师,上海领刻管理咨询有限公司,6000.0,上海·徐汇区,5-7年,本科,民营,,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shanghai/144074410.html?s=sou_sou_soulb&t=0_0&req=1fc4718dfe31c425af7439244f435f3e,https://jobs.51job.com/all/coUzJVMgBkAjRTPwNnAmY.html
621,存储软件工程师（服务器）,研祥智能科技股份有限公司,12000.0,深圳,3-4年,本科,已上市,1000-5000人,仪器仪表/工业自动化,https://jobs.51job.com/shenzhen/139057696.html?s=sou_sou_soulb&t=0_0&req=7bd1867cbea2e780dc6e0240154a0588,https://jobs.51job.com/all/coUTVRNVMzAzhWOgBhAmA.html
622,Digital Project Manager,汇丰金融科技服务（上海）有限责任公司,3000.0,上海·浦东新区,8-9年,本科,外资（欧美）,500-1000人,生活服务,https://jobs.51job.com/shanghai/147424400.html?s=sou_sou_soulb&t=0_0&req=41e1350b29da06a93257762459375938,https://jobs.51job.com/all/coVjYAYgNlAD1WMANkAG0.html
623,GO语言开发工程师（比昂芯）,深圳市人才大市场有限公司,30000.0,深圳·龙华区,无需经验,硕士,民营,,计算机软件,https://jobs.51job.com/shenzhen/146718500.html?s=sou_sou_soulb&t=0_0&req=381a1933faafd23b76cdce00296c9a3b,https://jobs.51job.com/all/coAGAGZAdiAjwCZ1MxUT0.html
624,云平台运维区域技术支持（TSG）,杭州旭天云科技有限公司,17500.0,北京,5-7年,本科,民营,500-1000人,,https://jobs.51job.com/beijing/147353076.html?s=sou_sou_soulb&t=0_0&req=5aae3c06ccf02d8e4ef66033941696f0,https://jobs.51job.com/all/coUjIFZFc8AzsHawRjAWE.html
625,Customer Support & Application/Sales Engineer,布鲁克（北京）科技有限公司,12500.0,北京·海淀区,3-4年,硕士,外资（欧美）,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/147729293.html?s=sou_sou_soulb&t=0_0&req=f029b32ab4d4e6be64a7ed4aaa20f96d,https://jobs.51job.com/all/coBmVSMgVkAjVSMAdjUz8.html
626,测试开发工程师/专家 - 安全测试方向 - 飞书北京,字节跳动,3500.0,北京,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/134215349.html?s=sou_sou_soulb&t=0_0&req=2d330bfaba75be484cf509cb68f51dc6,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
627,自动化测试,上海微创软件股份有限公司北京分公司,15000.0,北京·海淀区,3-4年,本科,合资,500-1000人,外包服务,https://jobs.51job.com/beijing/148075723.html?s=sou_sou_soulb&t=0_0&req=2d330bfaba75be484cf509cb68f51dc6,https://jobs.51job.com/all/coUjZcPVMzAjhRMFc3XDs.html
628,CDN 调度研发工程师/架构师,字节跳动,4000.0,北京,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/139372701.html?s=sou_sou_soulb&t=0_0&req=c1feef190131cb2bffefb509593af9ec,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
629,需求分析,万宝盛华企业管理咨询（上海）有限公司北京分公司,11500.0,上海·浦东新区,3-4年,本科,外资（欧美）,500-1000人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/hangzhou/141962989.html?s=sou_sou_soulb&t=0_0&req=52224e999cf3ca8496c9482cc16cff90,https://jobs.51job.com/all/coVjYGagVjBT5WOgNlVDU.html
630,工艺工程师,广州市翰域水族用品有限公司,11500.0,广州·南沙区,3-4年,大专,外资（欧美）,50-150人,建筑/建材/工程,https://jobs.51job.com/guangzhou/126811464.html?s=sou_sou_soulb&t=0_0&req=52224e999cf3ca8496c9482cc16cff90,https://jobs.51job.com/all/coVTACZlIxDjlVNAViVTc.html
631,Branding Marketing Specialist (MJ001083),安永华明会计师事务所（特殊普通合伙）上海分所,9000.0,上海,5-7年,本科,合资,,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shanghai/145947618.html?s=sou_sou_soulb&t=0_0&req=5a9f563ca3e7a6e433ca50e9db6f837c,https://jobs.51job.com/all/coAWQBZVcwATsDYFY3UjM.html
632,电子电器销售部  销售经理,深圳世标检测认证股份有限公司,7750.0,深圳·宝安区,5-7年,本科,合资,1000-5000人,检测，认证,https://jobs.51job.com/shenzhen/119961866.html?s=sou_sou_soulb&t=0_0&req=e160826d3a8ec52a7c0be905e2c0ef23,https://jobs.51job.com/all/coBGZcP1c3BDNTNlM1UzA.html
