,职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
4059,直招c牌司机送果蔬小家电,聘聘车拼拼货（广州）供应链有限公司,10000.0,广州·黄埔区,1年,初中及以下,民营,少于50人,交通/运输/物流,https://jobs.51job.com/foshan/147918068.html?s=sou_sou_soulb&t=0_0&req=513b14b6fe04895bdbb28de3f27c20e0,https://jobs.51job.com/all/coAmNTMwJoVWgPbwxvVjs.html
4060,高级C/C++开发工程师-5118,瞬联软件科技（北京）有限公司 CIeNET Technologies,10150.0,南京·雨花台区,5-7年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/nanjing/147701122.html?s=sou_sou_soulb&t=0_0&req=1df5802a82670c3031fe10afd9dd02e7,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
4061,C本货运司机(新能源)月入16000+,上海辰典国际物流有限公司,12500.0,上海·浦东新区,1年,初中及以下,民营,50-150人,交通/运输/物流,https://jobs.51job.com/shanghai/147466318.html?s=sou_sou_soulb&t=0_0&req=25e779be045a7fd08409e063ec52da6b,https://jobs.51job.com/all/coAmMHZV4_BT4ObVY2AWw.html
4062,高级C/C++开发工程师-5118,瞬联软件科技（北京）有限公司 CIeNET Technologies,10150.0,南京·雨花台区,5-7年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/nanjing/147701122.html?s=sou_sou_soulb&t=0_0&req=3f9d18613428018f4effc1632d5ee26a,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
4063,C/C++研发工程师（嵌入式方向）,南京磐能电力科技股份有限公司,8750.0,南京,2年,本科,民营,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/nanjing/131673968.html?s=sou_sou_soulb&t=0_0&req=c936f6e9ea31ee21501cd3a621c85e3a,https://jobs.51job.com/all/coBmJTNAdsUWsDZQVnUjI.html
4064,C-嵌入式软件工程师,深圳市沃特沃德股份有限公司,11500.0,深圳·南山区,2年,大专,民营,1000-5000人,多元化业务集团公司,https://jobs.51job.com/shenzhen/148385869.html?s=sou_sou_soulb&t=0_0&req=a53b0867261e2099758de9f0c654cfad,https://jobs.51job.com/all/coB2IFaFQyDjkPbgJpVDM.html
4065,货车司机c照,惠州市顺联汽车销售服务有限公司,12500.0,惠州·惠城区,无需经验,,合资,少于50人,汽车,https://jobs.51job.com/huizhou/133339349.html?s=sou_sou_soulb&t=0_0&req=e5c2ef89c5632599bebeef8f07d6fefd,https://jobs.51job.com/all/coUTFVNAJoDzEHagVlUDM.html
4066,月入过万货运司机c照,武汉长腾物流有限公司,17500.0,武汉·汉阳区,1年,,民营,少于50人,,https://jobs.51job.com/wuhan/139190155.html?s=sou_sou_soulb&t=0_0&req=ab95363666924e873a2cb7f6d71143ce,https://jobs.51job.com/all/coUzJdOQNmVmtSNgxpXD4.html
4067,销售顾问（B/C端、双休近地铁）,寰才亚中国 GTG China,8750.0,广州·天河区,无需经验,大专,外资（欧美）,少于50人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/guangzhou/136124843.html?s=sou_sou_soulb&t=0_0&req=51ae3c32cc90db12aba03935d64c5459,https://jobs.51job.com/all/coAGNdOV88ADdWMFY2BWU.html
4068,C/C++开发工程师,上海申隆计算机技术有限公司,11500.0,上海·浦东新区,1年,本科,民营,50-150人,计算机硬件,https://jobs.51job.com/shanghai/106152671.html?s=sou_sou_soulb&t=0_0&req=4960346e01826cf89b82c27e988587b1,https://jobs.51job.com/all/coBWYAZVM5Bj5SP1czVDc.html
4069,C照轻卡点对点驾驶员,重庆八匹马科技发展有限公司,7250.0,重庆·九龙坡区,无需经验,初中及以下,民营,50-150人,快速消费品(食品、饮料、化妆品),https://jobs.51job.com/chongqing/140456495.html?s=sou_sou_soulb&t=0_0&req=2470964006d764bf1327864742e6021d,https://jobs.51job.com/all/coAWAHYQBiBD1VOVQ_BmI.html
4070,常熟T3出行C证驾驶员,大运通享（常熟）汽车服务有限公司,12000.0,常熟,无需经验,初中及以下,国企,500-1000人,交通/运输/物流,https://jobs.51job.com/changshu/144068269.html?s=sou_sou_soulb&t=0_0&req=597d454e55c7f72ca1e4f21934f16b1e,https://jobs.51job.com/all/coUzJdPV81ATwDZQBkVjc.html
4071,C/C++软件工程师,深圳市世椿智能装备股份有限公司,8750.0,深圳·宝安区,1年,本科,民营,500-1000人,仪器仪表/工业自动化,https://jobs.51job.com/shenzhen/148349984.html?s=sou_sou_soulb&t=0_0&req=f5fed122b3ffccd75f0651f4bc1f0b9f,https://jobs.51job.com/all/coBGZSNV44DzMDYQFiUj4.html
4072,C/C++软件工程师,佛山市青松科技股份有限公司,15000.0,佛山,无需经验,本科,民营,500-1000人,电子技术/半导体/集成电路,https://jobs.51job.com/foshan/96682652.html?s=sou_sou_soulb&t=0_0&req=4e8d5d72f9ef11b4bf6966d95ce27ec3,https://jobs.51job.com/all/coBGBRMwRnBjAGZlE0Vjo.html
4073,招客运商务C证司机免费住宿,苏州微微行汽车服务有限公司,12500.0,上海·闵行区,1年,初中及以下,外资（欧美）,50-150人,计算机软件,https://jobs.51job.com/shanghai/140446612.html?s=sou_sou_soulb&t=0_0&req=d56b05e8f2982dd6f4700f062ffdbfff,https://jobs.51job.com/all/coBGUBZ1EzDjdTMwZhAGA.html
4074,C急招办公室文员+双休+五险一金（无销售性质）,律正投资管理（上海）有限公司武汉分公司,4750.0,武汉·江夏区,1年,本科,民营,,计算机软件,https://jobs.51job.com/wuhan/148054319.html?s=sou_sou_soulb&t=0_0&req=bd38ec06ea9814212d64c529d73c63af,https://jobs.51job.com/all/coCWhUMVI2DzdSM1c1AG0.html
4075,嵌入式Linux c/c++工程师,成都市德科立菁锐光电子技术有限公司,8750.0,成都·郫都区,1年,本科,已上市,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/chengdu/146162441.html?s=sou_sou_soulb&t=0_0&req=50a60792d4cb1695253cde1e43608447,https://jobs.51job.com/all/coUjJUNARiBjBRM1Y3UDA.html
4076,高薪招聘C照司机，急需5名,苏州远途货运代理有限公司,15000.0,苏州,无需经验,,外资（欧美）,,计算机软件,https://jobs.51job.com/suzhou/147842308.html?s=sou_sou_soulb&t=0_0&req=2a19269e119de52e6cda2a6ae205d14a,https://jobs.51job.com/all/coUTBcPwdjBzpUNAxpUzU.html
4077,C/C++软件工程师 ( 视景仿真）,南京乐飞航空技术有限公司,8500.0,南京·鼓楼区,1年,本科,民营,少于50人,航天/航空,https://jobs.51job.com/nanjing/121244405.html?s=sou_sou_soulb&t=0_0&req=a7f2e7bffe86e865174bff29c77f80ad,https://jobs.51job.com/all/coVjJQMlc3BThVOABrUzE.html
4078,C急招办公室文员+双休+五险一金（无销售性质）,律正投资管理（上海）有限公司武汉分公司,4750.0,武汉·江夏区,1年,本科,民营,,计算机软件,https://jobs.51job.com/wuhan/148054319.html?s=sou_sou_soulb&t=0_0&req=5bbe283bbc1c51d2552f68eb322c6315,https://jobs.51job.com/all/coCWhUMVI2DzdSM1c1AG0.html
4079,常熟T3出行C证驾驶员,大运通享（常熟）汽车服务有限公司,12000.0,常熟,无需经验,初中及以下,国企,500-1000人,交通/运输/物流,https://jobs.51job.com/changshu/144068269.html?s=sou_sou_soulb&t=0_0&req=07e18a3ae4910febc91dfe69ae87d742,https://jobs.51job.com/all/coUzJdPV81ATwDZQBkVjc.html
4080,C/C++游戏开发助理,武汉展盛至腾科技有限公司,8000.0,武汉·洪山区,无需经验,大专,民营,50-150人,网络游戏,https://jobs.51job.com/wuhan/143307559.html?s=sou_sou_soulb&t=0_0&req=bba0b7b0848f41cf55b4286581b00298,https://jobs.51job.com/all/coBWVTNVM4UWcCbwRnBmE.html
4081,C/C++开发工程师,武汉中蓬科技有限公司,7200.0,武汉·东湖新技术产业开发区,1年,本科,民营,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/wuhan/144085225.html?s=sou_sou_soulb&t=0_0&req=40627dd8d40200e963478947b14c61cc,https://jobs.51job.com/all/coBGQFaV47ADYHZlQxBWI.html
4082,C/C++软件工程师,武汉中科创新技术股份有限公司,17500.0,武汉·江夏区,3-4年,本科,民营,150-500人,仪器仪表/工业自动化,https://jobs.51job.com/wuhan/89714984.html?s=sou_sou_soulb&t=0_0&req=130cb6e49ebbca6d92dce07ef28e52f1,https://jobs.51job.com/all/coAWUCblc1ATYHZAxvUjA.html
4083,C/C++软件工程师,佛山市青松科技股份有限公司,15000.0,佛山,无需经验,本科,民营,500-1000人,电子技术/半导体/集成电路,https://jobs.51job.com/foshan/96682652.html?s=sou_sou_soulb&t=0_0&req=70ee5f1fd7237dcbeb1fdd2f7b117e75,https://jobs.51job.com/all/coBGBRMwRnBjAGZlE0Vjo.html
4084,C/C++软件工程师,深圳市世椿智能装备股份有限公司,8750.0,深圳·宝安区,1年,本科,民营,500-1000人,仪器仪表/工业自动化,https://jobs.51job.com/dongguan/148349985.html?s=sou_sou_soulb&t=0_0&req=2670ea71d8bbece3993b3c508b8b32cc,https://jobs.51job.com/all/coBGZSNV44DzMDYQFiUj4.html
4085,C/C++研发工程师（嵌入式方向）,南京磐能电力科技股份有限公司,8750.0,南京,2年,本科,民营,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/nanjing/131673968.html?s=sou_sou_soulb&t=0_0&req=ff309f133602e7ef080ab7481b50ec0b,https://jobs.51job.com/all/coBmJTNAdsUWsDZQVnUjI.html
4086,QT C/C++ 开发工程师,青岛峻海物联科技有限公司,8750.0,青岛·市南区,3-4年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/qingdao/145647000.html?s=sou_sou_soulb&t=0_0&req=3ed624a21c7dd25b2453a1f1ebbcefb1,https://jobs.51job.com/all/coBWZUN1Y9BT0EZA1rAWM.html
4087,经开区招C证司机,河南次晨达物流有限公司,5100.0,郑州·经开区,无需经验,,民营,,交通/运输/物流,https://jobs.51job.com/zhengzhou/148314688.html?s=sou_sou_soulb&t=0_0&req=726f1b9372e9ddc47e180683f58e28ef,https://jobs.51job.com/all/coVTUFaVI3UW4AZ1c0VTg.html
4088,C/C++软件工程师,佛山市青松科技股份有限公司,15000.0,佛山,无需经验,本科,民营,500-1000人,电子技术/半导体/集成电路,https://jobs.51job.com/foshan/96682652.html?s=sou_sou_soulb&t=0_0&req=213e089104fab9266630bf622f8fb5b4,https://jobs.51job.com/all/coBGBRMwRnBjAGZlE0Vjo.html
4089,C端运营(一对一带),河南永科电子科技有限公司,9000.0,郑州·管城回族区,无需经验,大专,民营,50-150人,批发/零售,https://jobs.51job.com/zhengzhou/147812693.html?s=sou_sou_soulb&t=0_0&req=a41a9135b243f751355bc7d670dddfff,https://jobs.51job.com/all/coBWYGalIyUW8PbgViUTI.html
4090,月入过万货运司机c照,武汉长腾物流有限公司,17500.0,武汉·汉阳区,1年,,民营,少于50人,,https://jobs.51job.com/wuhan/139190155.html?s=sou_sou_soulb&t=0_0&req=c6de6b9f77170d346e1b14f64ccaac89,https://jobs.51job.com/all/coUzJdOQNmVmtSNgxpXD4.html
4091,Linux 应用开发工程师（C/C++ 方向）,皇虎测试科技（深圳）有限公司,7200.0,深圳·南山区,5-7年,本科,外资（非欧美）,50-150人,计算机软件,https://jobs.51job.com/shenzhen/146675475.html?s=sou_sou_soulb&t=0_0&req=d7391fb651f12a9b94b8421d85eee03a,https://jobs.51job.com/all/coBmZWOlAzDjQAYFQ_XT0.html
4092,销售顾问（B/C端、双休近地铁）,寰才亚中国 GTG China,8750.0,广州·天河区,无需经验,大专,外资（欧美）,少于50人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/guangzhou/136124843.html?s=sou_sou_soulb&t=0_0&req=d72cc144a512e500ca4a77b9d74bfc33,https://jobs.51job.com/all/coAGNdOV88ADdWMFY2BWU.html
4093,C/C++软件工程师,深圳市世椿智能装备股份有限公司,8750.0,深圳·宝安区,1年,本科,民营,500-1000人,仪器仪表/工业自动化,https://jobs.51job.com/shenzhen/148349984.html?s=sou_sou_soulb&t=0_0&req=a2d984e809c750fe1c71a2a63666d27c,https://jobs.51job.com/all/coBGZSNV44DzMDYQFiUj4.html
4094,销售工程师（东莞 C&R）,华测检测认证集团股份有限公司,9000.0,东莞·松山湖区,1年,大专,已上市,10000人以上,,https://jobs.51job.com/dongguan/118952563.html?s=sou_sou_soulb&t=0_0&req=41b767d711f119ad4804c3bc46de449f,https://jobs.51job.com/all/coVTICZ1UyVWtVMVE7XTA.html
4095,运营经理（C端用户运营）,广东星鼎通信科技有限公司,8500.0,广州·天河区,2年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/guangzhou/148324752.html?s=sou_sou_soulb&t=0_0&req=dc0fe09845745c502ff91933c5492621,https://jobs.51job.com/all/coUTEHYFA2AT9TPlc2AGQ.html
4096,运营经理（C端用户运营）,广东星鼎通信科技有限公司,8500.0,广州·天河区,2年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/guangzhou/148324752.html?s=sou_sou_soulb&t=0_0&req=b4f47e83fea80bd88e4cc5011f966a22,https://jobs.51job.com/all/coUTEHYFA2AT9TPlc2AGQ.html
4097,C/C++软件工程师,武汉中科创新技术股份有限公司,17500.0,武汉·江夏区,3-4年,本科,民营,150-500人,仪器仪表/工业自动化,https://jobs.51job.com/wuhan/89714984.html?s=sou_sou_soulb&t=0_0&req=6df088b982e09dbfccb133bff6201aa0,https://jobs.51job.com/all/coAWUCblc1ATYHZAxvUjA.html
4098,c/c++开发工程师,广州市富元电子有限公司,9000.0,广州·天河区,1年,本科,民营,少于50人,汽车,https://jobs.51job.com/guangzhou/148334891.html?s=sou_sou_soulb&t=0_0&req=544fdd6a31c441f912eed2cde8a7bf23,https://jobs.51job.com/all/coAGUHawJjAD8Ob1YwXDo.html
4099,C急招办公室文员+双休+五险一金（无销售性质）,律正投资管理（上海）有限公司武汉分公司,4750.0,武汉·江夏区,1年,本科,民营,,计算机软件,https://jobs.51job.com/wuhan/148054319.html?s=sou_sou_soulb&t=0_0&req=7e94d6c13d2f5bb3ecc9e891819d0797,https://jobs.51job.com/all/coCWhUMVI2DzdSM1c1AG0.html
4100,C/C++开发工程师,武汉中蓬科技有限公司,7200.0,武汉·东湖新技术产业开发区,1年,本科,民营,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/wuhan/144085225.html?s=sou_sou_soulb&t=0_0&req=cb5fef9e05ad18a7d63af2faf3a0c5f7,https://jobs.51job.com/all/coBGQFaV47ADYHZlQxBWI.html
4101,软件工程师（C/C++方向）,皇虎测试科技（深圳）有限公司,15000.0,深圳·南山区,2年,本科,外资（非欧美）,50-150人,计算机软件,https://jobs.51job.com/shenzhen/147796552.html?s=sou_sou_soulb&t=0_0&req=adf67c8a5ba981aa00040b5600d14870,https://jobs.51job.com/all/coBmZWOlAzDjQAYFQ_XT0.html
4102,高薪招聘C照司机，急需5名,苏州远途货运代理有限公司,15000.0,苏州,无需经验,,外资（欧美）,,计算机软件,https://jobs.51job.com/suzhou/147842308.html?s=sou_sou_soulb&t=0_0&req=198d41a60a066de6199300ba50b84b19,https://jobs.51job.com/all/coUTBcPwdjBzpUNAxpUzU.html
4103,货车司机c照,惠州市顺联汽车销售服务有限公司,12500.0,惠州·惠城区,无需经验,,合资,少于50人,汽车,https://jobs.51job.com/huizhou/133339349.html?s=sou_sou_soulb&t=0_0&req=a689ab1221d7e377b69dcf81709340ed,https://jobs.51job.com/all/coUTFVNAJoDzEHagVlUDM.html
4104,C/C++软件工程师,深圳市世椿智能装备股份有限公司,8750.0,深圳·宝安区,1年,本科,民营,500-1000人,仪器仪表/工业自动化,https://jobs.51job.com/dongguan/148349985.html?s=sou_sou_soulb&t=0_0&req=3a74bf83477dddda4356f19c1e70d8ae,https://jobs.51job.com/all/coBGZSNV44DzMDYQFiUj4.html
4105,C/C++软件工程师,佛山市青松科技股份有限公司,15000.0,佛山,无需经验,本科,民营,500-1000人,电子技术/半导体/集成电路,https://jobs.51job.com/foshan/96682652.html?s=sou_sou_soulb&t=0_0&req=c77c6ea7936f6f930b8a2adb5f19211a,https://jobs.51job.com/all/coBGBRMwRnBjAGZlE0Vjo.html
4106,招客运商务C证司机免费住宿,苏州微微行汽车服务有限公司,12500.0,上海·闵行区,1年,初中及以下,外资（欧美）,50-150人,计算机软件,https://jobs.51job.com/shanghai/140446612.html?s=sou_sou_soulb&t=0_0&req=f7e56e7120e7d985850a1663e644a78f,https://jobs.51job.com/all/coBGUBZ1EzDjdTMwZhAGA.html
4107,C/C++软件工程师,佛山市青松科技股份有限公司,15000.0,佛山,无需经验,本科,民营,500-1000人,电子技术/半导体/集成电路,https://jobs.51job.com/foshan/96682652.html?s=sou_sou_soulb&t=0_0&req=fa0c1f8acb3339f36e03bf7318591c86,https://jobs.51job.com/all/coBGBRMwRnBjAGZlE0Vjo.html
4108,C照平台直营专车司机,成都佳御和商务服务有限公司,10000.0,成都·金牛区,3-4年,,民营,,新能源,https://jobs.51job.com/chengdu/146844357.html?s=sou_sou_soulb&t=0_0&req=393c85a0c2f3d5db2a0c087bb1180ab2,https://jobs.51job.com/all/coUzIAZgBjBDxSMA1vB2Y.html
4109,C/C++软件工程师,武汉中科创新技术股份有限公司,17500.0,武汉·江夏区,3-4年,本科,民营,150-500人,仪器仪表/工业自动化,https://jobs.51job.com/wuhan/89714984.html?s=sou_sou_soulb&t=0_0&req=daa3dbbcd0f294ad093be69a9712263e,https://jobs.51job.com/all/coAWUCblc1ATYHZAxvUjA.html
4110,C/C++软件工程师,佛山市青松科技股份有限公司,15000.0,佛山,无需经验,本科,民营,500-1000人,电子技术/半导体/集成电路,https://jobs.51job.com/foshan/96682652.html?s=sou_sou_soulb&t=0_0&req=e1360d1397c766f10117fa49c498fa01,https://jobs.51job.com/all/coBGBRMwRnBjAGZlE0Vjo.html
4111,高级/薪酬福利专员 Sr./C&B Specialist,杜莎夫人展览（上海）有限公司,11000.0,上海·普陀区,3-4年,本科,外资（欧美）,150-500人,,https://jobs.51job.com/shanghai/143151167.html?s=sou_sou_soulb&t=0_0&req=878cf79116962064414565d1db748ded,https://jobs.51job.com/all/coUzQGZAJiBTIBbFQ_VTQ.html
4112,经开区招C证司机,河南次晨达物流有限公司,5100.0,郑州·经开区,无需经验,,民营,,交通/运输/物流,https://jobs.51job.com/zhengzhou/148314688.html?s=sou_sou_soulb&t=0_0&req=2c4e298be82f1eaafaa3ee106b70d0ef,https://jobs.51job.com/all/coVTUFaVI3UW4AZ1c0VTg.html
4113,C/C++开发工程师,上海竣智信息技术有限公司,9000.0,成都·金牛区,2年,本科,民营,少于50人,互联网/电子商务,https://jobs.51job.com/chengdu/141437380.html?s=sou_sou_soulb&t=0_0&req=621f904ecee7372b416f197d974bcdf4,https://jobs.51job.com/all/coVDAFYV46VWlSPwJgBms.html
4114,C/C++开发工程师,上海竣智信息技术有限公司,9000.0,成都·金牛区,2年,本科,民营,少于50人,互联网/电子商务,https://jobs.51job.com/chengdu/141437380.html?s=sou_sou_soulb&t=0_0&req=56e7643638563f05c794fd276a41c646,https://jobs.51job.com/all/coVDAFYV46VWlSPwJgBms.html
4115,薪酬福利主管（C&B）,南京金斯瑞生物科技有限公司,8750.0,南京·江宁区,3-4年,本科,外资（非欧美）,1000-5000人,,https://jobs.51job.com/nanjing/143278836.html?s=sou_sou_soulb&t=0_0&req=3dbc9fec8c112fc4c85a51a960638aac,https://jobs.51job.com/all/coUTYGYwJpDjVWMwRnXDw.html
4116,Senior C&B Consultant -- CN and AP,西门子能源有限公司,17500.0,北京·朝阳区,5-7年,本科,外资（欧美）,1000-5000人,电气/电力/水利,https://jobs.51job.com/beijing/148408618.html?s=sou_sou_soulb&t=0_0&req=3dbc9fec8c112fc4c85a51a960638aac,https://jobs.51job.com/all/coBmZcOVMwBjwHZ1cxAW0.html
4117,C/C++开发工程师,武汉虹信技术服务有限责任公司,8750.0,武汉·江夏区,3-4年,本科,国企,1000-5000人,计算机软件,https://jobs.51job.com/wuhan/148411355.html?s=sou_sou_soulb&t=0_0&req=3f269f4ee05995ba6968e375464252e7,https://jobs.51job.com/all/coBWAHYQRiBzoBbVY1Uz8.html
4118,QT C/C++ 开发工程师,青岛峻海物联科技有限公司,8750.0,青岛·市南区,3-4年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/qingdao/145647000.html?s=sou_sou_soulb&t=0_0&req=f619587cb6f0a1cab695b9dccf796c8f,https://jobs.51job.com/all/coBWZUN1Y9BT0EZA1rAWM.html
4119,高级销售主任——C-Touch,励展博览集团,9000.0,上海,2年,本科,外资（欧美）,500-1000人,公关/市场推广/会展,https://jobs.51job.com/shanghai/148412479.html?s=sou_sou_soulb&t=0_0&req=0146ee0417fe69d0e02953ecdf87c9d2,https://jobs.51job.com/all/coVDACYVE6UWdTNFQ3AWM.html
4120,C/C++开发工程师,上海竣智信息技术有限公司,9000.0,成都·金牛区,2年,本科,民营,少于50人,互联网/电子商务,https://jobs.51job.com/chengdu/141437380.html?s=sou_sou_soulb&t=0_0&req=0146ee0417fe69d0e02953ecdf87c9d2,https://jobs.51job.com/all/coVDAFYV46VWlSPwJgBms.html
