,职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
2618,C汉阳急招贷后专员+季度晋升+月入10K+,律正投资管理（上海）有限公司武汉分公司,15000.0,武汉·汉阳区,1年,大专,民营,,计算机软件,https://jobs.51job.com/wuhan/144634369.html?s=sou_sou_soulb&t=0_0&req=2a19269e119de52e6cda2a6ae205d14a,https://jobs.51job.com/all/coCWhUMVI2DzdSM1c1AG0.html
2619,高薪招聘C照司机，急需5名,苏州远途货运代理有限公司,15000.0,苏州,无需经验,,外资（欧美）,,计算机软件,https://jobs.51job.com/suzhou/147842308.html?s=sou_sou_soulb&t=0_0&req=13c5231c1f5b8093692ad024b8827db1,https://jobs.51job.com/all/coUTBcPwdjBzpUNAxpUzU.html
2620,Junior C/C++ Develop Engineer-5524,瞬联软件科技（北京）有限公司 CIeNET Technologies,11500.0,南京·雨花台区,1年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/nanjing/147701751.html?s=sou_sou_soulb&t=0_0&req=16a3b94c4917fdf3834e9c7fc76370e4,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
2621,嵌入式Linux c/c++工程师,成都市德科立菁锐光电子技术有限公司,8750.0,成都·郫都区,1年,本科,已上市,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/chengdu/146162441.html?s=sou_sou_soulb&t=0_0&req=16a3b94c4917fdf3834e9c7fc76370e4,https://jobs.51job.com/all/coUjJUNARiBjBRM1Y3UDA.html
2622,c货运司机（新能源）短途城配,上海雷夏物流运输有限公司,12500.0,上海·青浦区,无需经验,,民营,少于50人,交通/运输/物流,https://jobs.51job.com/shanghai/148439719.html?s=sou_sou_soulb&t=0_0&req=16a3b94c4917fdf3834e9c7fc76370e4,https://jobs.51job.com/all/coCWgAZ1U2VmAObANgBWA.html
2623,直招c牌司机送果蔬小家电,聘聘车拼拼货（广州）供应链有限公司,10000.0,广州·黄埔区,1年,初中及以下,民营,少于50人,交通/运输/物流,https://jobs.51job.com/foshan/147918068.html?s=sou_sou_soulb&t=0_0&req=16a3b94c4917fdf3834e9c7fc76370e4,https://jobs.51job.com/all/coAmNTMwJoVWgPbwxvVjs.html
2624,高级C/C++开发工程师-5118,瞬联软件科技（北京）有限公司 CIeNET Technologies,10150.0,南京·雨花台区,5-7年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/nanjing/147701122.html?s=sou_sou_soulb&t=0_0&req=16a3b94c4917fdf3834e9c7fc76370e4,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
2625,C本司机 上五险,石家庄德翔供应链管理有限公司,10000.0,石家庄,1年,,民营,50-150人,交通/运输/物流,https://jobs.51job.com/shijiazhuang/148373543.html?s=sou_sou_soulb&t=0_0&req=16a3b94c4917fdf3834e9c7fc76370e4,https://jobs.51job.com/all/coB2ZcPwNmAjgEYARjVzI.html
2626,货车司机c照,惠州市顺联汽车销售服务有限公司,12500.0,惠州·惠城区,无需经验,,合资,少于50人,汽车,https://jobs.51job.com/huizhou/133339349.html?s=sou_sou_soulb&t=0_0&req=16a3b94c4917fdf3834e9c7fc76370e4,https://jobs.51job.com/all/coUTFVNAJoDzEHagVlUDM.html
2627,常熟T3出行C证驾驶员,大运通享（常熟）汽车服务有限公司,12000.0,常熟,无需经验,初中及以下,国企,500-1000人,交通/运输/物流,https://jobs.51job.com/changshu/144068269.html?s=sou_sou_soulb&t=0_0&req=16a3b94c4917fdf3834e9c7fc76370e4,https://jobs.51job.com/all/coUzJdPV81ATwDZQBkVjc.html
2628,C照轻卡点对点驾驶员,重庆八匹马科技发展有限公司,7250.0,重庆·九龙坡区,无需经验,初中及以下,民营,50-150人,快速消费品(食品、饮料、化妆品),https://jobs.51job.com/chongqing/140456495.html?s=sou_sou_soulb&t=0_0&req=16a3b94c4917fdf3834e9c7fc76370e4,https://jobs.51job.com/all/coAWAHYQBiBD1VOVQ_BmI.html
2629,C汉阳急招贷后专员+季度晋升+月入10K+,律正投资管理（上海）有限公司武汉分公司,15000.0,武汉·汉阳区,1年,大专,民营,,计算机软件,https://jobs.51job.com/wuhan/144634369.html?s=sou_sou_soulb&t=0_0&req=3ed624a21c7dd25b2453a1f1ebbcefb1,https://jobs.51job.com/all/coCWhUMVI2DzdSM1c1AG0.html
2630,Linux 应用开发工程师（C/C++ 方向）,皇虎测试科技（深圳）有限公司,7200.0,深圳·南山区,5-7年,本科,外资（非欧美）,50-150人,计算机软件,https://jobs.51job.com/shenzhen/146675475.html?s=sou_sou_soulb&t=0_0&req=bc05f2dc8750b358a10eb14813160cb6,https://jobs.51job.com/all/coBmZWOlAzDjQAYFQ_XT0.html
2631,C/C++软件工程师,佛山市青松科技股份有限公司,15000.0,佛山,无需经验,本科,民营,500-1000人,电子技术/半导体/集成电路,https://jobs.51job.com/foshan/96682652.html?s=sou_sou_soulb&t=0_0&req=06ae2fac29096e2f40368e970be8e039,https://jobs.51job.com/all/coBGBRMwRnBjAGZlE0Vjo.html
2632,C/C++软件工程师,佛山市青松科技股份有限公司,15000.0,佛山,无需经验,本科,民营,500-1000人,电子技术/半导体/集成电路,https://jobs.51job.com/foshan/96682652.html?s=sou_sou_soulb&t=0_0&req=d56b05e8f2982dd6f4700f062ffdbfff,https://jobs.51job.com/all/coBGBRMwRnBjAGZlE0Vjo.html
2633,c货运司机（新能源）短途城配,上海雷夏物流运输有限公司,12500.0,上海·青浦区,无需经验,,民营,少于50人,交通/运输/物流,https://jobs.51job.com/shanghai/148439719.html?s=sou_sou_soulb&t=0_0&req=56e7643638563f05c794fd276a41c646,https://jobs.51job.com/all/coCWgAZ1U2VmAObANgBWA.html
2634,面包车厢货车招司机C照就可,苏州运多多汽车服务有限公司,10000.0,苏州·相城区,无需经验,,民营,少于50人,,https://jobs.51job.com/suzhou/143693176.html?s=sou_sou_soulb&t=0_0&req=b4f47e83fea80bd88e4cc5011f966a22,https://jobs.51job.com/all/coUTBcOgNmBDJRNVYzUTU.html
2635,经开区招C证司机,河南次晨达物流有限公司,5100.0,郑州·经开区,无需经验,,民营,,交通/运输/物流,https://jobs.51job.com/zhengzhou/148314688.html?s=sou_sou_soulb&t=0_0&req=198d41a60a066de6199300ba50b84b19,https://jobs.51job.com/all/coVTUFaVI3UW4AZ1c0VTg.html
2636,Linux 应用开发工程师（C/C++ 方向）,皇虎测试科技（深圳）有限公司,7200.0,深圳·南山区,5-7年,本科,外资（非欧美）,50-150人,计算机软件,https://jobs.51job.com/shenzhen/146675475.html?s=sou_sou_soulb&t=0_0&req=3f269f4ee05995ba6968e375464252e7,https://jobs.51job.com/all/coBmZWOlAzDjQAYFQ_XT0.html
2637,C/C++软件工程师 ( 视景仿真）,南京乐飞航空技术有限公司,8500.0,南京·鼓楼区,1年,本科,民营,少于50人,航天/航空,https://jobs.51job.com/nanjing/121244405.html?s=sou_sou_soulb&t=0_0&req=b84106855bce646fb3e10aa26338389e,https://jobs.51job.com/all/coVjJQMlc3BThVOABrUzE.html
2638,QT C/C++ 开发工程师,青岛峻海物联科技有限公司,8750.0,青岛·市南区,3-4年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/qingdao/145647000.html?s=sou_sou_soulb&t=0_0&req=93dc571363f904647f73c157e661c674,https://jobs.51job.com/all/coBWZUN1Y9BT0EZA1rAWM.html
2639,QT C/C++ 开发工程师,青岛峻海物联科技有限公司,8750.0,青岛·市南区,3-4年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/qingdao/145647000.html?s=sou_sou_soulb&t=0_0&req=25e779be045a7fd08409e063ec52da6b,https://jobs.51job.com/all/coBWZUN1Y9BT0EZA1rAWM.html
2640,经开区招C证司机,河南次晨达物流有限公司,5100.0,郑州·经开区,无需经验,,民营,,交通/运输/物流,https://jobs.51job.com/zhengzhou/148314688.html?s=sou_sou_soulb&t=0_0&req=f619587cb6f0a1cab695b9dccf796c8f,https://jobs.51job.com/all/coVTUFaVI3UW4AZ1c0VTg.html
2641,嵌入式Linux c/c++工程师,成都市德科立菁锐光电子技术有限公司,8750.0,成都·郫都区,1年,本科,已上市,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/chengdu/146162441.html?s=sou_sou_soulb&t=0_0&req=c0b234c9df3a2764f4fe684cd1529d4a,https://jobs.51job.com/all/coUjJUNARiBjBRM1Y3UDA.html
2642,高级销售主任——C-Touch,励展博览集团,9000.0,上海,2年,本科,外资（欧美）,500-1000人,公关/市场推广/会展,https://jobs.51job.com/shanghai/148412479.html?s=sou_sou_soulb&t=0_0&req=c936f6e9ea31ee21501cd3a621c85e3a,https://jobs.51job.com/all/coVDACYVE6UWdTNFQ3AWM.html
2643,百荣招C证电车司机,河南次晨达物流有限公司,5100.0,郑州·管城回族区,无需经验,,民营,,交通/运输/物流,https://jobs.51job.com/zhengzhou/148363855.html?s=sou_sou_soulb&t=0_0&req=07e18a3ae4910febc91dfe69ae87d742,https://jobs.51job.com/all/coVTUFaVI3UW4AZ1c0VTg.html
2644,QT C/C++ 开发工程师,青岛峻海物联科技有限公司,8750.0,青岛·市南区,3-4年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/qingdao/145647000.html?s=sou_sou_soulb&t=0_0&req=6a55d19313a12eaaf5c6310f2cb4aa8a,https://jobs.51job.com/all/coBWZUN1Y9BT0EZA1rAWM.html
2645,C急招办公室文员+双休+五险一金（无销售性质）,律正投资管理（上海）有限公司武汉分公司,4750.0,武汉·江夏区,1年,本科,民营,,计算机软件,https://jobs.51job.com/wuhan/148054319.html?s=sou_sou_soulb&t=0_0&req=726f1b9372e9ddc47e180683f58e28ef,https://jobs.51job.com/all/coCWhUMVI2DzdSM1c1AG0.html
2646,面包车厢货车招司机C照就可,苏州运多多汽车服务有限公司,10000.0,苏州·相城区,无需经验,,民营,少于50人,,https://jobs.51job.com/suzhou/143693176.html?s=sou_sou_soulb&t=0_0&req=6d0802aa45572dd9d697b25c25d9fc34,https://jobs.51job.com/all/coUTBcOgNmBDJRNVYzUTU.html
2647,嵌入式Linux c/c++工程师,成都市德科立菁锐光电子技术有限公司,8750.0,成都·郫都区,1年,本科,已上市,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/chengdu/146162441.html?s=sou_sou_soulb&t=0_0&req=ab95363666924e873a2cb7f6d71143ce,https://jobs.51job.com/all/coUjJUNARiBjBRM1Y3UDA.html
2648,C/C++开发工程师,武汉虹信技术服务有限责任公司,8750.0,武汉·江夏区,3-4年,本科,国企,1000-5000人,计算机软件,https://jobs.51job.com/wuhan/148411355.html?s=sou_sou_soulb&t=0_0&req=4456c9cd8e0e526f539550e5490fb92e,https://jobs.51job.com/all/coBWAHYQRiBzoBbVY1Uz8.html
2649,8500直招C证司机,摩顶新能源发展（云南）集团有限公司,10750.0,昆明·西山区,无需经验,,民营,50-150人,汽车,https://jobs.51job.com/kunming/145834430.html?s=sou_sou_soulb&t=0_0&req=40627dd8d40200e963478947b14c61cc,https://jobs.51job.com/all/coBWUBYVI3U2oHYAFhBmc.html
2650,软件工程师（C/C++方向）,皇虎测试科技（深圳）有限公司,15000.0,深圳·南山区,2年,本科,外资（非欧美）,50-150人,计算机软件,https://jobs.51job.com/shenzhen/147796552.html?s=sou_sou_soulb&t=0_0&req=b3f5235a54c6d6199085ce2c7aa2862e,https://jobs.51job.com/all/coBmZWOlAzDjQAYFQ_XT0.html
2651,C/C++软件工程师,佛山市青松科技股份有限公司,15000.0,佛山,无需经验,本科,民营,500-1000人,电子技术/半导体/集成电路,https://jobs.51job.com/foshan/96682652.html?s=sou_sou_soulb&t=0_0&req=a3bd323811cb6624e99d90b34c4257cb,https://jobs.51job.com/all/coBGBRMwRnBjAGZlE0Vjo.html
2652,高薪招聘C照司机，急需5名,苏州远途货运代理有限公司,15000.0,苏州,无需经验,,外资（欧美）,,计算机软件,https://jobs.51job.com/suzhou/147842308.html?s=sou_sou_soulb&t=0_0&req=39bf3b7a0a22b5a908ba3b1a951ae6a5,https://jobs.51job.com/all/coUTBcPwdjBzpUNAxpUzU.html
2653,Linux 应用开发工程师（C/C++ 方向）,皇虎测试科技（深圳）有限公司,7200.0,深圳·南山区,5-7年,本科,外资（非欧美）,50-150人,计算机软件,https://jobs.51job.com/shenzhen/146675475.html?s=sou_sou_soulb&t=0_0&req=4bb7a32edcd162cc6aab8528dbc712df,https://jobs.51job.com/all/coBmZWOlAzDjQAYFQ_XT0.html
2654,c/c++开发工程师,上海宝宏软件有限公司,11000.0,上海·浦东新区,2年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/148315927.html?s=sou_sou_soulb&t=0_0&req=23b3473dc0e6c90f3a917c49c5a5e8bb,https://jobs.51job.com/all/coBmIFaQRhUm1SNQNiXTk.html
2655,C/C++软件工程师 ( 视景仿真）,南京乐飞航空技术有限公司,8500.0,南京·鼓楼区,1年,本科,民营,少于50人,航天/航空,https://jobs.51job.com/nanjing/121244405.html?s=sou_sou_soulb&t=0_0&req=2f31f1520d7cd6c4516df56934b21742,https://jobs.51job.com/all/coVjJQMlc3BThVOABrUzE.html
2656,直招c牌司机送果蔬小家电,聘聘车拼拼货（广州）供应链有限公司,10000.0,广州·黄埔区,1年,初中及以下,民营,少于50人,交通/运输/物流,https://jobs.51job.com/guangzhou/147918067.html?s=sou_sou_soulb&t=0_0&req=a044e2a49cf09d5b74e81a4fedc7df49,https://jobs.51job.com/all/coAmNTMwJoVWgPbwxvVjs.html
2657,嵌入式Linux c/c++工程师,成都市德科立菁锐光电子技术有限公司,8750.0,成都·郫都区,1年,本科,已上市,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/chengdu/146162441.html?s=sou_sou_soulb&t=0_0&req=f2581222e6b6d51190a7aa0ba936ab1c,https://jobs.51job.com/all/coUjJUNARiBjBRM1Y3UDA.html
2658,Junior C/C++ Develop Engineer-5524,瞬联软件科技（北京）有限公司 CIeNET Technologies,11500.0,南京·雨花台区,1年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/nanjing/147701751.html?s=sou_sou_soulb&t=0_0&req=c6de6b9f77170d346e1b14f64ccaac89,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
2659,高级C/C++开发工程师-5118,瞬联软件科技（北京）有限公司 CIeNET Technologies,10150.0,南京·雨花台区,5-7年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/nanjing/147701122.html?s=sou_sou_soulb&t=0_0&req=4960346e01826cf89b82c27e988587b1,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
2660,Linux C开发工程师,四川丹诺迪科技有限公司,14500.0,成都·高新区,3-4年,本科,民营,少于50人,互联网/电子商务,https://jobs.51job.com/chengdu/146203041.html?s=sou_sou_soulb&t=0_0&req=fd8865bce544e17a508c7f8f7983651e,https://jobs.51job.com/all/coUzBQPVU2VmwCY1AxXDw.html
2661,月入过万货运司机c照,武汉长腾物流有限公司,17500.0,武汉·汉阳区,1年,,民营,少于50人,,https://jobs.51job.com/wuhan/139190155.html?s=sou_sou_soulb&t=0_0&req=a41a9135b243f751355bc7d670dddfff,https://jobs.51job.com/all/coUzJdOQNmVmtSNgxpXD4.html
2662,内衣厂急招C牌送货司机,东莞市亿茂供应链管理有限公司,13000.0,东莞·松山湖区,无需经验,,已上市,50-150人,,https://jobs.51job.com/dongguan/148122366.html?s=sou_sou_soulb&t=0_0&req=878cf79116962064414565d1db748ded,https://jobs.51job.com/all/coB2YCYVU_BTxVN1AwUTE.html
2663,CCD机器视觉检测调试员,陕西波特兰电子科技有限责任公司,6500.0,西安·浐灞生态区,2年,大专,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/xian/142752011.html?s=sou_sou_soulb&t=0_0&req=51ae3c32cc90db12aba03935d64c5459,https://jobs.51job.com/all/coAGQFaVQ_BDMEZg1qAG0.html
2664,C/C++软件工程师,深圳市世椿智能装备股份有限公司,8750.0,深圳·宝安区,1年,本科,民营,500-1000人,仪器仪表/工业自动化,https://jobs.51job.com/dongguan/148349985.html?s=sou_sou_soulb&t=0_0&req=5613872f01fc8bc61b8f686a78b3a0d6,https://jobs.51job.com/all/coBGZSNV44DzMDYQFiUj4.html
2665,高薪招聘C照司机，急需5名,苏州远途货运代理有限公司,15000.0,苏州,无需经验,,外资（欧美）,,计算机软件,https://jobs.51job.com/suzhou/147842308.html?s=sou_sou_soulb&t=0_0&req=adf67c8a5ba981aa00040b5600d14870,https://jobs.51job.com/all/coUTBcPwdjBzpUNAxpUzU.html
2666,C/C++软件工程师,深圳市世椿智能装备股份有限公司,8750.0,深圳·宝安区,1年,本科,民营,500-1000人,仪器仪表/工业自动化,https://jobs.51job.com/dongguan/148349985.html?s=sou_sou_soulb&t=0_0&req=09a9935843e57736a180c2251ef27738,https://jobs.51job.com/all/coBGZSNV44DzMDYQFiUj4.html
2667,c货运司机（新能源）短途城配,上海雷夏物流运输有限公司,12500.0,上海·青浦区,无需经验,,民营,少于50人,交通/运输/物流,https://jobs.51job.com/shanghai/148439719.html?s=sou_sou_soulb&t=0_0&req=55522cc7bceefda5a0047935e9ca3eb7,https://jobs.51job.com/all/coCWgAZ1U2VmAObANgBWA.html
2668,高级C/C++开发工程师-5118,瞬联软件科技（北京）有限公司 CIeNET Technologies,10150.0,南京·雨花台区,5-7年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/nanjing/147701122.html?s=sou_sou_soulb&t=0_0&req=f00d5a675ec57fba56c3b182d1726c25,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
2669,百荣招C证电车司机,河南次晨达物流有限公司,5100.0,郑州·管城回族区,无需经验,,民营,,交通/运输/物流,https://jobs.51job.com/zhengzhou/148363855.html?s=sou_sou_soulb&t=0_0&req=6a55d19313a12eaaf5c6310f2cb4aa8a,https://jobs.51job.com/all/coVTUFaVI3UW4AZ1c0VTg.html
2670,C汉阳急招贷后专员+季度晋升+月入10K+,律正投资管理（上海）有限公司武汉分公司,15000.0,武汉·汉阳区,1年,大专,民营,,计算机软件,https://jobs.51job.com/wuhan/144634369.html?s=sou_sou_soulb&t=0_0&req=c4285b88d4b520f38860fa9965644e68,https://jobs.51job.com/all/coCWhUMVI2DzdSM1c1AG0.html
2671,C照面包车货运司机,重庆八匹马科技发展有限公司,6500.0,重庆·渝北区,1年,初中及以下,民营,50-150人,快速消费品(食品、饮料、化妆品),https://jobs.51job.com/chongqing/140457139.html?s=sou_sou_soulb&t=0_0&req=a53b0867261e2099758de9f0c654cfad,https://jobs.51job.com/all/coAWAHYQBiBD1VOVQ_BmI.html
2672,高级前端工程师（电商-C端方向）,上海芮想信息科技有限公司,11750.0,深圳·南山区,3-4年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/shenzhen/148382949.html?s=sou_sou_soulb&t=0_0&req=c64475b18f1aca82c31d44aa2622ff69,https://jobs.51job.com/all/coB2RSNVA3AzlRPFY0XDE.html
2673,直招c牌司机送果蔬小家电,聘聘车拼拼货（广州）供应链有限公司,10000.0,广州·黄埔区,1年,初中及以下,民营,少于50人,交通/运输/物流,https://jobs.51job.com/foshan/147918068.html?s=sou_sou_soulb&t=0_0&req=55522cc7bceefda5a0047935e9ca3eb7,https://jobs.51job.com/all/coAmNTMwJoVWgPbwxvVjs.html
2674,高级C/C++开发工程师-5118,瞬联软件科技（北京）有限公司 CIeNET Technologies,10150.0,南京·雨花台区,5-7年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/nanjing/147701122.html?s=sou_sou_soulb&t=0_0&req=55522cc7bceefda5a0047935e9ca3eb7,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
2675,C/C++游戏开发助理,武汉展盛至腾科技有限公司,8000.0,武汉·洪山区,无需经验,大专,民营,50-150人,网络游戏,https://jobs.51job.com/wuhan/143307559.html?s=sou_sou_soulb&t=0_0&req=f5fed122b3ffccd75f0651f4bc1f0b9f,https://jobs.51job.com/all/coBWVTNVM4UWcCbwRnBmE.html
2676,货运司机+C证+多劳多得,弘道（苏州）物流有限公司,10000.0,苏州·吴中区,无需经验,,民营,50-150人,汽车,https://jobs.51job.com/suzhou/145612645.html?s=sou_sou_soulb&t=0_0&req=f5fed122b3ffccd75f0651f4bc1f0b9f,https://jobs.51job.com/all/coCGhQMQBrAD5WNARkVTU.html
2677,C/C++软件工程师,武汉中科创新技术股份有限公司,17500.0,武汉·江夏区,3-4年,本科,民营,150-500人,仪器仪表/工业自动化,https://jobs.51job.com/wuhan/89714984.html?s=sou_sou_soulb&t=0_0&req=fabb680628e55f25897558bf148f9b62,https://jobs.51job.com/all/coAWUCblc1ATYHZAxvUjA.html
2678,C/C++软件工程师,佛山市青松科技股份有限公司,15000.0,佛山,无需经验,本科,民营,500-1000人,电子技术/半导体/集成电路,https://jobs.51job.com/foshan/96682652.html?s=sou_sou_soulb&t=0_0&req=b2ad76f197be36b25ac1a92808e996fb,https://jobs.51job.com/all/coBGBRMwRnBjAGZlE0Vjo.html
2679,C/C++游戏开发助理,武汉展盛至腾科技有限公司,8000.0,武汉·洪山区,无需经验,大专,民营,50-150人,网络游戏,https://jobs.51job.com/wuhan/143307559.html?s=sou_sou_soulb&t=0_0&req=4e8d5d72f9ef11b4bf6966d95ce27ec3,https://jobs.51job.com/all/coBWVTNVM4UWcCbwRnBmE.html
2680,c货运司机（新能源）短途城配,上海雷夏物流运输有限公司,12500.0,上海·青浦区,无需经验,,民营,少于50人,交通/运输/物流,https://jobs.51job.com/shanghai/148439719.html?s=sou_sou_soulb&t=0_0&req=4e8d5d72f9ef11b4bf6966d95ce27ec3,https://jobs.51job.com/all/coCWgAZ1U2VmAObANgBWA.html
2681,C汉阳急招贷后专员+季度晋升+月入10K+,律正投资管理（上海）有限公司武汉分公司,15000.0,武汉·汉阳区,1年,大专,民营,,计算机软件,https://jobs.51job.com/wuhan/144634369.html?s=sou_sou_soulb&t=0_0&req=b458c42d351428052b8d7e2d71fd4616,https://jobs.51job.com/all/coCWhUMVI2DzdSM1c1AG0.html
2682,面包车厢货车招司机C照就可,苏州运多多汽车服务有限公司,10000.0,苏州·相城区,无需经验,,民营,少于50人,,https://jobs.51job.com/suzhou/143693176.html?s=sou_sou_soulb&t=0_0&req=b458c42d351428052b8d7e2d71fd4616,https://jobs.51job.com/all/coUTBcOgNmBDJRNVYzUTU.html
2683,直招c牌司机送果蔬小家电,聘聘车拼拼货（广州）供应链有限公司,10000.0,广州·黄埔区,1年,初中及以下,民营,少于50人,交通/运输/物流,https://jobs.51job.com/foshan/147918068.html?s=sou_sou_soulb&t=0_0&req=621f904ecee7372b416f197d974bcdf4,https://jobs.51job.com/all/coAmNTMwJoVWgPbwxvVjs.html
2684,c货运司机（新能源）短途城配,上海雷夏物流运输有限公司,12500.0,上海·青浦区,无需经验,,民营,少于50人,交通/运输/物流,https://jobs.51job.com/shanghai/148439719.html?s=sou_sou_soulb&t=0_0&req=f7e56e7120e7d985850a1663e644a78f,https://jobs.51job.com/all/coCWgAZ1U2VmAObANgBWA.html
2685,C照平台直营专车司机,成都佳御和商务服务有限公司,10000.0,成都·金牛区,3-4年,,民营,,新能源,https://jobs.51job.com/chengdu/146844357.html?s=sou_sou_soulb&t=0_0&req=bd38ec06ea9814212d64c529d73c63af,https://jobs.51job.com/all/coUzIAZgBjBDxSMA1vB2Y.html
2686,c/c++开发工程师,广州市富元电子有限公司,9000.0,广州·天河区,1年,本科,民营,少于50人,汽车,https://jobs.51job.com/guangzhou/148334891.html?s=sou_sou_soulb&t=0_0&req=2670ea71d8bbece3993b3c508b8b32cc,https://jobs.51job.com/all/coAGUHawJjAD8Ob1YwXDo.html
2687,月入过万货运司机c照,武汉长腾物流有限公司,17500.0,武汉·汉阳区,1年,,民营,少于50人,,https://jobs.51job.com/wuhan/139190155.html?s=sou_sou_soulb&t=0_0&req=afe747de716e3686590656d2bcbb39e7,https://jobs.51job.com/all/coUzJdOQNmVmtSNgxpXD4.html
2688,C照平台直营专车司机,成都佳御和商务服务有限公司,10000.0,成都·金牛区,3-4年,,民营,,新能源,https://jobs.51job.com/chengdu/146844357.html?s=sou_sou_soulb&t=0_0&req=10b26cbd4dfc0284289f4a4c6ee00907,https://jobs.51job.com/all/coUzIAZgBjBDxSMA1vB2Y.html
2689,C急招办公室文员+双休+五险一金（无销售性质）,律正投资管理（上海）有限公司武汉分公司,4750.0,武汉·江夏区,1年,本科,民营,,计算机软件,https://jobs.51job.com/wuhan/148054319.html?s=sou_sou_soulb&t=0_0&req=734c63014105a833e5c859889f3628f8,https://jobs.51job.com/all/coCWhUMVI2DzdSM1c1AG0.html
2690,C/C++软件工程师,佛山市青松科技股份有限公司,15000.0,佛山,无需经验,本科,民营,500-1000人,电子技术/半导体/集成电路,https://jobs.51job.com/foshan/96682652.html?s=sou_sou_soulb&t=0_0&req=825e4340d40474a3e9bcedfe914b50e9,https://jobs.51job.com/all/coBGBRMwRnBjAGZlE0Vjo.html
2691,招客运商务C证司机免费住宿,苏州微微行汽车服务有限公司,12500.0,上海·闵行区,1年,初中及以下,外资（欧美）,50-150人,计算机软件,https://jobs.51job.com/shanghai/140446612.html?s=sou_sou_soulb&t=0_0&req=4697b3885987f9501f731f8be1d69f33,https://jobs.51job.com/all/coBGUBZ1EzDjdTMwZhAGA.html
2692,高级销售主任——C-Touch,励展博览集团,9000.0,上海,2年,本科,外资（欧美）,500-1000人,公关/市场推广/会展,https://jobs.51job.com/shanghai/148412479.html?s=sou_sou_soulb&t=0_0&req=c0094a82de985cac6b5632fb79ce35ef,https://jobs.51job.com/all/coVDACYVE6UWdTNFQ3AWM.html
2693,C本司机 上五险,石家庄德翔供应链管理有限公司,10000.0,石家庄,1年,,民营,50-150人,交通/运输/物流,https://jobs.51job.com/shijiazhuang/148373543.html?s=sou_sou_soulb&t=0_0&req=a7f2e7bffe86e865174bff29c77f80ad,https://jobs.51job.com/all/coB2ZcPwNmAjgEYARjVzI.html
2694,8500直招C证司机,摩顶新能源发展（云南）集团有限公司,10750.0,昆明·西山区,无需经验,,民营,50-150人,汽车,https://jobs.51job.com/kunming/145834430.html?s=sou_sou_soulb&t=0_0&req=701c12d6ce5a18f82d0cda3abf94c189,https://jobs.51job.com/all/coBWUBYVI3U2oHYAFhBmc.html
2695,C急招办公室文员+双休+五险一金（无销售性质）,律正投资管理（上海）有限公司武汉分公司,4750.0,武汉·江夏区,1年,本科,民营,,计算机软件,https://jobs.51job.com/wuhan/148054319.html?s=sou_sou_soulb&t=0_0&req=649694c0a674fdec3642d1bfc98d0296,https://jobs.51job.com/all/coCWhUMVI2DzdSM1c1AG0.html
2696,高级前端工程师（电商-C端方向）,上海芮想信息科技有限公司,11750.0,深圳·南山区,3-4年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/shenzhen/148382949.html?s=sou_sou_soulb&t=0_0&req=7e94d6c13d2f5bb3ecc9e891819d0797,https://jobs.51job.com/all/coB2RSNVA3AzlRPFY0XDE.html
2697,招客运商务C证司机免费住宿,苏州微微行汽车服务有限公司,12500.0,上海·闵行区,1年,初中及以下,外资（欧美）,50-150人,计算机软件,https://jobs.51job.com/shanghai/140446612.html?s=sou_sou_soulb&t=0_0&req=d1a30ea771919fefe9fb280b60d2dfab,https://jobs.51job.com/all/coBGUBZ1EzDjdTMwZhAGA.html
2698,高级前端工程师（电商-C端方向）,上海芮想信息科技有限公司,11750.0,上海·黄浦区,3-4年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/148383078.html?s=sou_sou_soulb&t=0_0&req=daa3dbbcd0f294ad093be69a9712263e,https://jobs.51job.com/all/coB2RSNVA3AzlRPFY0XDE.html
